Date/Time,Unit,Value,
9/25/2020, 1:45:01 AM,F,52.032
9/25/2020, 2:45:01 AM,F,49.328
9/25/2020, 3:45:01 AM,F,48.427
9/25/2020, 4:45:01 AM,F,47.525
9/25/2020, 5:45:01 AM,F,47.525
9/25/2020, 6:45:01 AM,F,46.624
9/25/2020, 7:45:01 AM,F,69.147
9/25/2020, 8:45:01 AM,F,93.444
9/25/2020, 9:45:01 AM,F,119.506
9/25/2020, 10:45:01 AM,F,125.792
9/25/2020, 11:45:01 AM,F,125.792
9/25/2020, 12:45:01 PM,F,127.587
9/25/2020, 1:45:01 PM,F,124.894
9/25/2020, 2:45:01 PM,F,123.098
9/25/2020, 3:45:01 PM,F,114.117
9/25/2020, 4:45:01 PM,F,100.637
9/25/2020, 5:45:01 PM,F,81.749
9/25/2020, 6:45:01 PM,F,73.649
9/25/2020, 7:45:01 PM,F,68.247
9/25/2020, 8:45:01 PM,F,64.645
9/25/2020, 9:45:01 PM,F,61.042
9/25/2020, 10:45:01 PM,F,57.438
9/25/2020, 11:45:01 PM,F,55.636
9/26/2020, 12:45:01 AM,F,54.735
9/26/2020, 1:45:01 AM,F,53.834
9/26/2020, 2:45:01 AM,F,52.032
9/26/2020, 3:45:01 AM,F,51.131
9/26/2020, 4:45:01 AM,F,50.229
9/26/2020, 5:45:01 AM,F,49.328
9/26/2020, 6:45:01 AM,F,49.328
9/26/2020, 7:45:01 AM,F,66.446
9/26/2020, 8:45:01 AM,F,91.645
9/26/2020, 9:45:01 AM,F,116.811
9/26/2020, 10:45:01 AM,F,113.218
9/26/2020, 11:45:01 AM,F,115.015
9/26/2020, 12:45:01 PM,F,123.996
9/26/2020, 1:45:01 PM,F,122.2
9/26/2020, 2:45:01 PM,F,115.913
9/26/2020, 3:45:01 PM,F,107.827
9/26/2020, 4:45:01 PM,F,96.141
9/26/2020, 5:45:01 PM,F,80.849
9/26/2020, 6:45:01 PM,F,73.649
9/26/2020, 7:45:01 PM,F,68.247
9/26/2020, 8:45:01 PM,F,64.645
9/26/2020, 9:45:01 PM,F,60.141
9/26/2020, 10:45:01 PM,F,58.339
9/26/2020, 11:45:01 PM,F,57.438
9/27/2020, 12:45:01 AM,F,56.538
9/27/2020, 1:45:01 AM,F,55.636
9/27/2020, 2:45:01 AM,F,54.735
9/27/2020, 3:45:01 AM,F,53.834
9/27/2020, 4:45:01 AM,F,52.933
9/27/2020, 5:45:01 AM,F,52.933
9/27/2020, 6:45:01 AM,F,52.032
9/27/2020, 7:45:01 AM,F,62.844
9/27/2020, 8:45:01 AM,F,86.248
9/27/2020, 9:45:01 AM,F,112.32
9/27/2020, 10:45:01 AM,F,123.996
9/27/2020, 11:45:01 AM,F,127.587
9/27/2020, 12:45:01 PM,F,125.792
9/27/2020, 1:45:01 PM,F,123.996
9/27/2020, 2:45:01 PM,F,115.913
9/27/2020, 3:45:01 PM,F,114.117
9/27/2020, 4:45:01 PM,F,100.637
9/27/2020, 5:45:01 PM,F,83.549
9/27/2020, 6:45:01 PM,F,74.549
9/27/2020, 7:45:01 PM,F,68.247
9/27/2020, 8:45:01 PM,F,65.545
9/27/2020, 9:45:01 PM,F,62.844
9/27/2020, 10:45:01 PM,F,61.042
9/27/2020, 11:45:01 PM,F,57.438
9/28/2020, 12:45:01 AM,F,63.744
9/28/2020, 1:45:01 AM,F,63.744
9/28/2020, 2:45:01 AM,F,61.042
9/28/2020, 3:45:01 AM,F,56.538
9/28/2020, 4:45:01 AM,F,53.834
9/28/2020, 5:45:01 AM,F,53.834
9/28/2020, 6:45:01 AM,F,52.933
9/28/2020, 7:45:01 AM,F,68.247
9/28/2020, 8:45:01 AM,F,96.141
9/28/2020, 9:45:01 AM,F,122.2
9/28/2020, 10:45:01 AM,F,124.894
9/28/2020, 11:45:01 AM,F,126.689
9/28/2020, 12:45:01 PM,F,137.46
9/28/2020, 1:45:01 PM,F,132.075
9/28/2020, 2:45:01 PM,F,138.357
9/28/2020, 3:45:01 PM,F,135.665
9/28/2020, 4:45:01 PM,F,112.32
9/28/2020, 5:45:01 PM,F,88.047
9/28/2020, 6:45:01 PM,F,79.05
9/28/2020, 7:45:01 PM,F,70.048
9/28/2020, 8:45:01 PM,F,64.645
9/28/2020, 9:45:01 PM,F,62.844
9/28/2020, 10:45:01 PM,F,65.545
9/28/2020, 11:45:01 PM,F,63.744
9/29/2020, 12:45:01 AM,F,61.943
9/29/2020, 1:45:01 AM,F,62.844
9/29/2020, 2:45:01 AM,F,62.844
9/29/2020, 3:45:01 AM,F,61.943
9/29/2020, 4:45:01 AM,F,64.645
9/29/2020, 5:45:01 AM,F,61.943
9/29/2020, 6:45:01 AM,F,60.141
9/29/2020, 7:45:01 AM,F,79.05
9/29/2020, 8:45:01 AM,F,99.738
9/29/2020, 9:45:01 AM,F,122.2
9/29/2020, 10:45:01 AM,F,136.562
9/29/2020, 11:45:01 AM,F,141.048
9/29/2020, 12:45:01 PM,F,141.048
9/29/2020, 1:45:01 PM,F,143.739
9/29/2020, 2:45:01 PM,F,141.048
9/29/2020, 3:45:01 PM,F,135.665
9/29/2020, 4:45:01 PM,F,111.421
9/29/2020, 5:45:01 PM,F,90.746
9/29/2020, 6:45:01 PM,F,80.849
9/29/2020, 7:45:01 PM,F,70.948
9/29/2020, 8:45:01 PM,F,69.147
9/29/2020, 9:45:01 PM,F,65.545
9/29/2020, 10:45:01 PM,F,70.048
9/29/2020, 11:45:01 PM,F,70.948
9/30/2020, 12:45:01 AM,F,72.749
9/30/2020, 1:45:01 AM,F,71.849
9/30/2020, 2:45:01 AM,F,67.347
9/30/2020, 3:45:01 AM,F,65.545
9/30/2020, 4:45:01 AM,F,68.247
9/30/2020, 5:45:01 AM,F,70.048
9/30/2020, 6:45:01 AM,F,64.645
9/30/2020, 7:45:01 AM,F,79.05
9/30/2020, 8:45:01 AM,F,103.334
9/30/2020, 9:45:01 AM,F,127.587
9/30/2020, 10:45:01 AM,F,131.178
9/30/2020, 11:45:01 AM,F,136.562
9/30/2020, 12:45:01 PM,F,140.151
9/30/2020, 1:45:01 PM,F,137.46
9/30/2020, 2:45:01 PM,F,132.075
9/30/2020, 3:45:01 PM,F,129.382
9/30/2020, 4:45:01 PM,F,111.421
9/30/2020, 5:45:01 PM,F,94.343
9/30/2020, 6:45:01 PM,F,88.047
9/30/2020, 7:45:01 PM,F,84.449
9/30/2020, 8:45:01 PM,F,84.449
9/30/2020, 9:45:01 PM,F,82.649
9/30/2020, 10:45:01 PM,F,74.549
9/30/2020, 11:45:01 PM,F,75.449
10/1/2020, 12:45:01 AM,F,69.147
10/1/2020, 1:45:01 AM,F,66.446
10/1/2020, 2:45:01 AM,F,63.744
10/1/2020, 3:45:01 AM,F,62.844
10/1/2020, 4:45:01 AM,F,61.943
10/1/2020, 5:45:01 AM,F,60.141
10/1/2020, 6:45:01 AM,F,58.339
10/1/2020, 7:45:01 AM,F,72.749
10/1/2020, 8:45:01 AM,F,99.738
10/1/2020, 9:45:01 AM,F,122.2
10/1/2020, 10:45:01 AM,F,140.151
10/1/2020, 11:45:01 AM,F,144.636
10/1/2020, 12:45:01 PM,F,141.945
10/1/2020, 1:45:01 PM,F,143.739
10/1/2020, 2:45:01 PM,F,141.945
10/1/2020, 3:45:01 PM,F,136.562
10/1/2020, 4:45:01 PM,F,116.811
10/1/2020, 5:45:01 PM,F,93.444
10/1/2020, 6:45:01 PM,F,82.649
10/1/2020, 7:45:01 PM,F,71.849
10/1/2020, 8:45:01 PM,F,67.347
10/1/2020, 9:45:01 PM,F,66.446
10/1/2020, 10:45:01 PM,F,66.446
10/1/2020, 11:45:01 PM,F,64.645
10/2/2020, 12:45:01 AM,F,67.347
10/2/2020, 1:45:01 AM,F,68.247
10/2/2020, 2:45:01 AM,F,67.347
10/2/2020, 3:45:01 AM,F,67.347
10/2/2020, 4:45:01 AM,F,70.048
10/2/2020, 5:45:01 AM,F,62.844
10/2/2020, 6:45:01 AM,F,58.339
10/2/2020, 7:45:01 AM,F,70.948
10/2/2020, 8:45:01 AM,F,98.839
10/2/2020, 9:45:01 AM,F,122.2
10/2/2020, 10:45:01 AM,F,139.254
10/2/2020, 11:45:01 AM,F,149.12
10/2/2020, 12:45:01 PM,F,143.739
10/2/2020, 1:45:01 PM,F,142.842
10/2/2020, 2:45:01 PM,F,139.254
10/2/2020, 3:45:01 PM,F,125.792
10/2/2020, 4:45:01 PM,F,111.421
10/2/2020, 5:45:01 PM,F,91.645
10/2/2020, 6:45:01 PM,F,79.95
10/2/2020, 7:45:01 PM,F,76.35
10/2/2020, 8:45:01 PM,F,71.849
10/2/2020, 9:45:01 PM,F,71.849
10/2/2020, 10:45:01 PM,F,70.048
10/2/2020, 11:45:01 PM,F,69.147
10/3/2020, 12:45:01 AM,F,68.247
10/3/2020, 1:45:01 AM,F,68.247
10/3/2020, 2:45:01 AM,F,65.545
10/3/2020, 3:45:01 AM,F,58.339
10/3/2020, 4:45:01 AM,F,56.538
10/3/2020, 5:45:01 AM,F,56.538
10/3/2020, 6:45:01 AM,F,54.735
10/3/2020, 7:45:01 AM,F,67.347
10/3/2020, 8:45:01 AM,F,96.141
10/3/2020, 9:45:01 AM,F,122.2
10/3/2020, 10:45:01 AM,F,138.357
10/3/2020, 11:45:01 AM,F,147.327
10/3/2020, 12:45:01 PM,F,141.048
10/3/2020, 1:45:01 PM,F,142.842
10/3/2020, 2:45:01 PM,F,132.973
10/3/2020, 3:45:01 PM,F,119.506
10/3/2020, 4:45:01 PM,F,106.03
10/3/2020, 5:45:01 PM,F,88.947
10/3/2020, 6:45:01 PM,F,79.05
10/3/2020, 7:45:01 PM,F,70.948
10/3/2020, 8:45:01 PM,F,65.545
10/3/2020, 9:45:01 PM,F,62.844
10/3/2020, 10:45:01 PM,F,61.042
10/3/2020, 11:45:01 PM,F,58.339
10/4/2020, 12:45:01 AM,F,57.438
10/4/2020, 1:45:01 AM,F,56.538
10/4/2020, 2:45:01 AM,F,55.636
10/4/2020, 3:45:01 AM,F,54.735
10/4/2020, 4:45:01 AM,F,56.538
10/4/2020, 5:45:01 AM,F,59.24
10/4/2020, 6:45:01 AM,F,52.933
10/4/2020, 7:45:01 AM,F,62.844
10/4/2020, 8:45:01 AM,F,90.746
10/4/2020, 9:45:01 AM,F,115.015
10/4/2020, 10:45:01 AM,F,130.28
10/4/2020, 11:45:01 AM,F,137.46
10/4/2020, 12:45:01 PM,F,135.665
10/4/2020, 1:45:01 PM,F,137.46
10/4/2020, 2:45:01 PM,F,132.075
10/4/2020, 3:45:01 PM,F,117.71
10/4/2020, 4:45:01 PM,F,100.637
10/4/2020, 5:45:01 PM,F,86.248
10/4/2020, 6:45:01 PM,F,79.05
10/4/2020, 7:45:01 PM,F,67.347
10/4/2020, 8:45:01 PM,F,64.645
10/4/2020, 9:45:01 PM,F,61.042
10/4/2020, 10:45:01 PM,F,63.744
10/4/2020, 11:45:01 PM,F,59.24
10/5/2020, 12:45:01 AM,F,57.438
10/5/2020, 1:45:01 AM,F,58.339
10/5/2020, 2:45:01 AM,F,59.24
10/5/2020, 3:45:01 AM,F,59.24
10/5/2020, 4:45:01 AM,F,57.438
10/5/2020, 5:45:01 AM,F,56.538
10/5/2020, 6:45:01 AM,F,54.735
10/5/2020, 7:45:01 AM,F,62.844
10/5/2020, 8:45:01 AM,F,88.947
10/5/2020, 9:45:01 AM,F,115.913
10/5/2020, 10:45:01 AM,F,113.218
10/5/2020, 11:45:01 AM,F,106.03
10/5/2020, 12:45:01 PM,F,141.945
10/5/2020, 1:45:01 PM,F,134.768
10/5/2020, 2:45:01 PM,F,126.689
10/5/2020, 3:45:01 PM,F,128.485
10/5/2020, 4:45:01 PM,F,103.334
10/5/2020, 5:45:01 PM,F,84.449
10/5/2020, 6:45:01 PM,F,74.549
10/5/2020, 7:45:01 PM,F,67.347
10/5/2020, 8:45:01 PM,F,61.943
10/5/2020, 9:45:01 PM,F,59.24
10/5/2020, 10:45:01 PM,F,56.538
10/5/2020, 11:45:01 PM,F,56.538
10/6/2020, 12:45:01 AM,F,56.538
10/6/2020, 1:45:01 AM,F,54.735
10/6/2020, 2:45:01 AM,F,55.636
10/6/2020, 3:45:01 AM,F,53.834
10/6/2020, 4:45:01 AM,F,54.735
10/6/2020, 5:45:01 AM,F,53.834
10/6/2020, 6:45:01 AM,F,52.933
10/6/2020, 7:45:01 AM,F,61.943
10/6/2020, 8:45:01 AM,F,73.649
10/6/2020, 9:45:01 AM,F,100.637
10/6/2020, 10:45:01 AM,F,104.232
10/6/2020, 11:45:01 AM,F,130.28
10/6/2020, 12:45:01 PM,F,136.562
10/6/2020, 1:45:01 PM,F,138.357
10/6/2020, 2:45:01 PM,F,104.232
10/6/2020, 3:45:01 PM,F,118.608
10/6/2020, 4:45:01 PM,F,101.536
10/6/2020, 5:45:01 PM,F,82.649
10/6/2020, 6:45:01 PM,F,74.549
10/6/2020, 7:45:01 PM,F,68.247
10/6/2020, 8:45:01 PM,F,58.339
10/6/2020, 9:45:01 PM,F,55.636
10/6/2020, 10:45:01 PM,F,54.735
10/6/2020, 11:45:01 PM,F,55.636
10/7/2020, 12:45:01 AM,F,54.735
10/7/2020, 1:45:01 AM,F,52.933
10/7/2020, 2:45:01 AM,F,52.933
10/7/2020, 3:45:01 AM,F,52.032
10/7/2020, 4:45:01 AM,F,52.032
10/7/2020, 5:45:01 AM,F,51.131
10/7/2020, 6:45:01 AM,F,51.131
10/7/2020, 7:45:01 AM,F,62.844
10/7/2020, 8:45:01 AM,F,88.947
10/7/2020, 9:45:01 AM,F,115.015
10/7/2020, 10:45:01 AM,F,128.485
10/7/2020, 11:45:01 AM,F,133.87
10/7/2020, 12:45:01 PM,F,132.075
10/7/2020, 1:45:01 PM,F,127.587
10/7/2020, 2:45:01 PM,F,121.302
10/7/2020, 3:45:01 PM,F,114.117
10/7/2020, 4:45:01 PM,F,99.738
10/7/2020, 5:45:01 PM,F,78.15
10/7/2020, 6:45:01 PM,F,70.948
10/7/2020, 7:45:01 PM,F,65.545
10/7/2020, 8:45:01 PM,F,58.339
10/7/2020, 9:45:01 PM,F,58.339
10/7/2020, 10:45:01 PM,F,53.834
10/7/2020, 11:45:01 PM,F,52.032
10/8/2020, 12:45:01 AM,F,50.229
10/8/2020, 1:45:01 AM,F,48.427
10/8/2020, 2:45:01 AM,F,47.525
10/8/2020, 3:45:01 AM,F,46.624
10/8/2020, 4:45:01 AM,F,54.735
10/8/2020, 5:45:01 AM,F,54.735
10/8/2020, 6:45:01 AM,F,53.834
10/8/2020, 7:45:01 AM,F,56.538
10/8/2020, 8:45:01 AM,F,68.247
10/8/2020, 9:45:01 AM,F,97.94
10/8/2020, 10:45:01 AM,F,112.32
10/8/2020, 11:45:01 AM,F,117.71
10/8/2020, 12:45:01 PM,F,116.811
10/8/2020, 1:45:01 PM,F,111.421
10/8/2020, 2:45:01 PM,F,106.929
10/8/2020, 3:45:01 PM,F,98.839
10/8/2020, 4:45:01 PM,F,82.649
10/8/2020, 5:45:01 PM,F,72.749
10/8/2020, 6:45:01 PM,F,65.545
10/8/2020, 7:45:01 PM,F,61.943
10/8/2020, 8:45:01 PM,F,59.24
10/8/2020, 9:45:01 PM,F,56.538
10/8/2020, 10:45:01 PM,F,53.834
10/8/2020, 11:45:01 PM,F,52.032
10/9/2020, 12:45:01 AM,F,54.735
10/9/2020, 1:45:01 AM,F,53.834
10/9/2020, 2:45:01 AM,F,50.229
10/9/2020, 3:45:01 AM,F,52.032
10/9/2020, 4:45:01 AM,F,49.328
10/9/2020, 5:45:01 AM,F,50.229
10/9/2020, 6:45:01 AM,F,47.525
10/9/2020, 7:45:01 AM,F,55.636
10/9/2020, 8:45:01 AM,F,63.744
10/9/2020, 9:45:01 AM,F,79.05
10/9/2020, 10:45:01 AM,F,106.03
10/9/2020, 11:45:01 AM,F,115.015
10/9/2020, 12:45:01 PM,F,119.506
10/9/2020, 1:45:01 PM,F,115.015
10/9/2020, 2:45:01 PM,F,109.624
10/9/2020, 3:45:01 PM,F,102.435
10/9/2020, 4:45:01 PM,F,84.449
10/9/2020, 5:45:01 PM,F,70.048
10/9/2020, 6:45:01 PM,F,65.545
10/9/2020, 7:45:01 PM,F,61.943
10/9/2020, 8:45:01 PM,F,59.24
10/9/2020, 9:45:01 PM,F,58.339
10/9/2020, 10:45:01 PM,F,57.438
10/9/2020, 11:45:01 PM,F,54.735
10/10/2020, 12:45:01 AM,F,52.032
10/10/2020, 1:45:01 AM,F,52.032
10/10/2020, 2:45:01 AM,F,51.131
10/10/2020, 3:45:01 AM,F,49.328
10/10/2020, 4:45:01 AM,F,55.636
10/10/2020, 5:45:01 AM,F,58.339
10/10/2020, 6:45:01 AM,F,59.24
10/10/2020, 7:45:01 AM,F,61.042
10/10/2020, 8:45:01 AM,F,65.545
10/10/2020, 9:45:01 AM,F,68.247
10/10/2020, 10:45:01 AM,F,73.649
10/10/2020, 11:45:01 AM,F,78.15
10/10/2020, 12:45:01 PM,F,86.248
10/10/2020, 1:45:01 PM,F,116.811
10/10/2020, 2:45:01 PM,F,111.421
10/10/2020, 3:45:01 PM,F,106.03
10/10/2020, 4:45:01 PM,F,83.549
10/10/2020, 5:45:01 PM,F,71.849
10/10/2020, 6:45:01 PM,F,65.545
10/10/2020, 7:45:01 PM,F,62.844
10/10/2020, 8:45:01 PM,F,60.141
10/10/2020, 9:45:01 PM,F,57.438
10/10/2020, 10:45:01 PM,F,53.834
10/10/2020, 11:45:01 PM,F,52.032
10/11/2020, 12:45:01 AM,F,52.032
10/11/2020, 1:45:01 AM,F,50.229
10/11/2020, 2:45:01 AM,F,51.131
10/11/2020, 3:45:01 AM,F,50.229
10/11/2020, 4:45:01 AM,F,48.427
10/11/2020, 5:45:01 AM,F,48.427
10/11/2020, 6:45:01 AM,F,47.525
10/11/2020, 7:45:01 AM,F,55.636
10/11/2020, 8:45:01 AM,F,79.95
10/11/2020, 9:45:01 AM,F,106.929
10/11/2020, 10:45:01 AM,F,115.015
10/11/2020, 11:45:01 AM,F,121.302
10/11/2020, 12:45:01 PM,F,122.2
10/11/2020, 1:45:01 PM,F,128.485
10/11/2020, 2:45:01 PM,F,123.996
10/11/2020, 3:45:01 PM,F,106.929
10/11/2020, 4:45:01 PM,F,87.148
10/11/2020, 5:45:01 PM,F,75.449
10/11/2020, 6:45:01 PM,F,68.247
10/11/2020, 7:45:01 PM,F,64.645
10/11/2020, 8:45:01 PM,F,62.844
10/11/2020, 9:45:01 PM,F,60.141
10/11/2020, 10:45:01 PM,F,60.141
10/11/2020, 11:45:01 PM,F,55.636
10/12/2020, 12:45:01 AM,F,54.735
10/12/2020, 1:45:01 AM,F,54.735
10/12/2020, 2:45:01 AM,F,54.735
10/12/2020, 3:45:01 AM,F,54.735
10/12/2020, 4:45:01 AM,F,55.636
10/12/2020, 5:45:01 AM,F,54.735
10/12/2020, 6:45:01 AM,F,55.636
10/12/2020, 7:45:01 AM,F,61.042
10/12/2020, 8:45:01 AM,F,91.645
10/12/2020, 9:45:01 AM,F,114.117
10/12/2020, 10:45:01 AM,F,131.178
10/12/2020, 11:45:01 AM,F,141.048
10/12/2020, 12:45:01 PM,F,140.151
10/12/2020, 1:45:01 PM,F,144.636
10/12/2020, 2:45:01 PM,F,140.151
10/12/2020, 3:45:01 PM,F,123.098
10/12/2020, 4:45:01 PM,F,101.536
10/12/2020, 5:45:01 PM,F,85.348
10/12/2020, 6:45:01 PM,F,75.449
10/12/2020, 7:45:01 PM,F,69.147
10/12/2020, 8:45:01 PM,F,64.645
10/12/2020, 9:45:01 PM,F,61.042
10/12/2020, 10:45:01 PM,F,59.24
10/12/2020, 11:45:01 PM,F,57.438
10/13/2020, 12:45:01 AM,F,56.538
10/13/2020, 1:45:01 AM,F,55.636
10/13/2020, 2:45:01 AM,F,54.735
10/13/2020, 3:45:01 AM,F,58.339
10/13/2020, 4:45:01 AM,F,56.538
10/13/2020, 5:45:01 AM,F,55.636
10/13/2020, 6:45:01 AM,F,55.636
10/13/2020, 7:45:01 AM,F,61.943
10/13/2020, 8:45:01 AM,F,91.645
10/13/2020, 9:45:01 AM,F,115.015
10/13/2020, 10:45:01 AM,F,131.178
10/13/2020, 11:45:01 AM,F,141.048
10/13/2020, 12:45:01 PM,F,141.048
10/13/2020, 1:45:01 PM,F,132.075
10/13/2020, 2:45:01 PM,F,132.075
10/13/2020, 3:45:01 PM,F,121.302
10/13/2020, 4:45:01 PM,F,101.536
10/13/2020, 5:45:01 PM,F,85.348
10/13/2020, 6:45:01 PM,F,75.449
10/13/2020, 7:45:01 PM,F,64.645
10/13/2020, 8:45:01 PM,F,61.943
10/13/2020, 9:45:01 PM,F,63.744
10/13/2020, 10:45:01 PM,F,63.744
10/13/2020, 11:45:01 PM,F,57.438
10/14/2020, 12:45:01 AM,F,54.735
10/14/2020, 1:45:01 AM,F,53.834
10/14/2020, 2:45:01 AM,F,52.032
10/14/2020, 3:45:01 AM,F,50.229
10/14/2020, 4:45:01 AM,F,51.131
10/14/2020, 5:45:01 AM,F,51.131
10/14/2020, 6:45:01 AM,F,50.229
10/14/2020, 7:45:01 AM,F,57.438
10/14/2020, 8:45:01 AM,F,92.544
10/14/2020, 9:45:01 AM,F,114.117
10/14/2020, 10:45:01 AM,F,127.587
10/14/2020, 11:45:01 AM,F,135.665
10/14/2020, 12:45:01 PM,F,141.945
10/14/2020, 1:45:01 PM,F,143.739
10/14/2020, 2:45:01 PM,F,135.665
10/14/2020, 3:45:01 PM,F,120.404
10/14/2020, 4:45:01 PM,F,99.738
10/14/2020, 5:45:01 PM,F,84.449
10/14/2020, 6:45:01 PM,F,71.849
10/14/2020, 7:45:01 PM,F,65.545
10/14/2020, 8:45:01 PM,F,62.844
10/14/2020, 9:45:01 PM,F,61.943
10/14/2020, 10:45:01 PM,F,59.24
10/14/2020, 11:45:01 PM,F,59.24
10/15/2020, 12:45:01 AM,F,55.636
10/15/2020, 1:45:01 AM,F,56.538
10/15/2020, 2:45:01 AM,F,55.636
10/15/2020, 3:45:01 AM,F,57.438
10/15/2020, 4:45:01 AM,F,57.438
10/15/2020, 5:45:01 AM,F,55.636
10/15/2020, 6:45:01 AM,F,52.933
10/15/2020, 7:45:01 AM,F,60.141
10/15/2020, 8:45:01 AM,F,93.444
10/15/2020, 9:45:01 AM,F,116.811
10/15/2020, 10:45:01 AM,F,130.28
10/15/2020, 11:45:01 AM,F,143.739
10/15/2020, 12:45:01 PM,F,144.636
10/15/2020, 1:45:01 PM,F,141.048
10/15/2020, 2:45:01 PM,F,134.768
10/15/2020, 3:45:01 PM,F,119.506
10/15/2020, 4:45:01 PM,F,102.435
10/15/2020, 5:45:01 PM,F,87.148
10/15/2020, 6:45:01 PM,F,78.15
10/15/2020, 7:45:01 PM,F,68.247
10/15/2020, 8:45:01 PM,F,68.247
10/15/2020, 9:45:01 PM,F,68.247
10/15/2020, 10:45:01 PM,F,65.545
10/15/2020, 11:45:01 PM,F,67.347
10/16/2020, 12:45:01 AM,F,64.645
10/16/2020, 1:45:01 AM,F,64.645
10/16/2020, 2:45:01 AM,F,62.844
10/16/2020, 3:45:01 AM,F,64.645
10/16/2020, 4:45:01 AM,F,61.943
10/16/2020, 5:45:01 AM,F,61.943
10/16/2020, 6:45:01 AM,F,60.141
10/16/2020, 7:45:01 AM,F,63.744
10/16/2020, 8:45:01 AM,F,97.94
10/16/2020, 9:45:01 AM,F,115.913
10/16/2020, 10:45:01 AM,F,126.689
10/16/2020, 11:45:01 AM,F,124.894
10/16/2020, 12:45:01 PM,F,130.28
10/16/2020, 1:45:01 PM,F,135.665
10/16/2020, 2:45:01 PM,F,123.996
10/16/2020, 3:45:01 PM,F,122.2
10/16/2020, 4:45:01 PM,F,100.637
10/16/2020, 5:45:01 PM,F,86.248
10/16/2020, 6:45:01 PM,F,70.948
10/16/2020, 7:45:01 PM,F,66.446
10/16/2020, 8:45:01 PM,F,65.545
10/16/2020, 9:45:01 PM,F,62.844
10/16/2020, 10:45:01 PM,F,66.446
10/16/2020, 11:45:01 PM,F,68.247
10/17/2020, 12:45:01 AM,F,68.247
10/17/2020, 1:45:01 AM,F,61.943
10/17/2020, 2:45:01 AM,F,59.24
10/17/2020, 3:45:01 AM,F,59.24
10/17/2020, 4:45:01 AM,F,58.339
10/17/2020, 5:45:01 AM,F,55.636
10/17/2020, 6:45:01 AM,F,56.538
10/17/2020, 7:45:01 AM,F,60.141
10/17/2020, 8:45:01 AM,F,89.846
10/17/2020, 9:45:01 AM,F,109.624
10/17/2020, 10:45:01 AM,F,130.28
10/17/2020, 11:45:01 AM,F,138.357
10/17/2020, 12:45:01 PM,F,137.46
10/17/2020, 1:45:01 PM,F,131.178
10/17/2020, 2:45:01 PM,F,120.404
10/17/2020, 3:45:01 PM,F,106.929
10/17/2020, 4:45:01 PM,F,92.544
10/17/2020, 5:45:01 PM,F,80.849
10/17/2020, 6:45:01 PM,F,74.549
10/17/2020, 7:45:01 PM,F,65.545
10/17/2020, 8:45:01 PM,F,61.943
10/17/2020, 9:45:01 PM,F,58.339
10/17/2020, 10:45:01 PM,F,58.339
10/17/2020, 11:45:01 PM,F,57.438
10/18/2020, 12:45:01 AM,F,54.735
10/18/2020, 1:45:01 AM,F,54.735
10/18/2020, 2:45:01 AM,F,55.636
10/18/2020, 3:45:01 AM,F,53.834
10/18/2020, 4:45:01 AM,F,52.933
10/18/2020, 5:45:01 AM,F,50.229
10/18/2020, 6:45:01 AM,F,48.427
10/18/2020, 7:45:01 AM,F,52.933
10/18/2020, 8:45:01 AM,F,86.248
10/18/2020, 9:45:01 AM,F,105.131
10/18/2020, 10:45:01 AM,F,123.996
10/18/2020, 11:45:01 AM,F,127.587
10/18/2020, 12:45:01 PM,F,131.178
10/18/2020, 1:45:01 PM,F,126.689
10/18/2020, 2:45:01 PM,F,115.015
10/18/2020, 3:45:01 PM,F,107.827
10/18/2020, 4:45:01 PM,F,89.846
10/18/2020, 5:45:01 PM,F,77.25
10/18/2020, 6:45:01 PM,F,70.048
10/18/2020, 7:45:01 PM,F,63.744
10/18/2020, 8:45:01 PM,F,63.744
10/18/2020, 9:45:01 PM,F,59.24
10/18/2020, 10:45:01 PM,F,57.438
10/18/2020, 11:45:01 PM,F,55.636
10/19/2020, 12:45:01 AM,F,52.032
10/19/2020, 1:45:01 AM,F,52.032
10/19/2020, 2:45:01 AM,F,50.229
10/19/2020, 3:45:01 AM,F,49.328
10/19/2020, 4:45:01 AM,F,47.525
10/19/2020, 5:45:01 AM,F,46.624
10/19/2020, 6:45:01 AM,F,46.624
10/19/2020, 7:45:01 AM,F,49.328
10/19/2020, 8:45:01 AM,F,82.649
10/19/2020, 9:45:01 AM,F,106.03
10/19/2020, 10:45:01 AM,F,119.506
10/19/2020, 11:45:01 AM,F,118.608
10/19/2020, 12:45:01 PM,F,122.2
10/19/2020, 1:45:01 PM,F,116.811
10/19/2020, 2:45:01 PM,F,108.726
10/19/2020, 3:45:01 PM,F,104.232
10/19/2020, 4:45:01 PM,F,88.047
10/19/2020, 5:45:01 PM,F,74.549
10/19/2020, 6:45:01 PM,F,68.247
10/19/2020, 7:45:01 PM,F,64.645
10/19/2020, 8:45:01 PM,F,61.042
10/19/2020, 9:45:01 PM,F,56.538
10/19/2020, 10:45:01 PM,F,52.933
10/19/2020, 11:45:01 PM,F,52.032
10/20/2020, 12:45:01 AM,F,51.131
10/20/2020, 1:45:01 AM,F,49.328
10/20/2020, 2:45:01 AM,F,48.427
10/20/2020, 3:45:01 AM,F,47.525
10/20/2020, 4:45:01 AM,F,46.624
10/20/2020, 5:45:01 AM,F,44.821
10/20/2020, 6:45:01 AM,F,43.919
10/20/2020, 7:45:01 AM,F,45.722
10/20/2020, 8:45:01 AM,F,79.05
