#,"Date Time, GMT-07:00",155,166,190,92,203
1,4/3/2020 14:17,0.285,0.3087,0.2542,0.2538,0.3326
2,4/3/2020 15:17,0.2853,0.3102,0.2538,0.2538,0.3326
3,4/3/2020 16:17,0.2853,0.3092,0.2538,0.2538,0.333
4,4/3/2020 17:17,0.2857,0.3087,0.2538,0.2538,0.333
5,4/3/2020 18:17,0.2853,0.3084,0.2538,0.2538,0.333
6,4/3/2020 19:17,0.2853,0.3084,0.2534,0.2532,0.3326
7,4/3/2020 20:17,0.2853,0.308,0.2534,0.2528,0.3326
8,4/3/2020 21:17,0.285,0.308,0.2534,0.2524,0.3317
9,4/3/2020 22:17,0.2844,0.308,0.2534,0.252,0.3317
10,4/3/2020 23:17,0.284,0.308,0.2534,0.2512,0.3317
11,4/4/2020 0:17,0.2837,0.3077,0.2532,0.2505,0.3312
12,4/4/2020 1:17,0.2837,0.3066,0.2532,0.2505,0.3308
13,4/4/2020 2:17,0.2834,0.3077,0.2528,0.2502,0.3304
14,4/4/2020 3:17,0.2834,0.3084,0.2528,0.2502,0.3308
15,4/4/2020 4:17,0.2834,0.3077,0.2528,0.2502,0.3304
16,4/4/2020 5:17,0.283,0.3069,0.2528,0.2505,0.3304
17,4/4/2020 6:17,0.2827,0.3069,0.2532,0.2509,0.3304
18,4/4/2020 7:17,0.2827,0.3069,0.2532,0.2509,0.3304
19,4/4/2020 8:17,0.283,0.3069,0.2532,0.2509,0.3312
20,4/4/2020 9:17,0.283,0.3072,0.2532,0.2512,0.3312
21,4/4/2020 10:17,0.283,0.3069,0.2532,0.2512,0.3308
22,4/4/2020 11:17,0.283,0.3069,0.2528,0.2516,0.3308
23,4/4/2020 12:17,0.283,0.3077,0.2532,0.2516,0.3308
24,4/4/2020 13:17,0.2834,0.3077,0.2534,0.2512,0.3312
25,4/4/2020 14:17,0.2834,0.3072,0.2528,0.2509,0.3312
26,4/4/2020 15:17,0.2837,0.308,0.2528,0.2509,0.3312
27,4/4/2020 16:17,0.2837,0.3077,0.2528,0.2509,0.3312
28,4/4/2020 17:17,0.2837,0.3077,0.2524,0.2505,0.3317
29,4/4/2020 18:17,0.2837,0.3072,0.2524,0.2505,0.3312
30,4/4/2020 19:17,0.2837,0.3077,0.252,0.2509,0.3312
31,4/4/2020 20:17,0.2837,0.3069,0.252,0.2505,0.3312
32,4/4/2020 21:17,0.283,0.3077,0.252,0.2498,0.3308
33,4/4/2020 22:17,0.283,0.3084,0.252,0.249,0.3308
34,4/4/2020 23:17,0.2827,0.3095,0.2516,0.249,0.3304
35,4/5/2020 0:17,0.2827,0.3113,0.252,0.2483,0.3299
36,4/5/2020 1:17,0.2824,0.3095,0.2516,0.2483,0.3299
37,4/5/2020 2:17,0.2824,0.3095,0.2516,0.2479,0.3295
38,4/5/2020 3:17,0.2821,0.3095,0.2516,0.2475,0.3295
39,4/5/2020 4:17,0.2821,0.3144,0.2512,0.2471,0.329
40,4/5/2020 5:17,0.2817,0.3151,0.2512,0.2471,0.329
41,4/5/2020 6:17,0.2817,0.3148,0.2512,0.2475,0.3295
42,4/5/2020 7:17,0.2817,0.3144,0.2516,0.2471,0.329
43,4/5/2020 8:17,0.2813,0.3148,0.2516,0.2471,0.3295
44,4/5/2020 9:17,0.2813,0.3144,0.2516,0.2471,0.3295
45,4/5/2020 10:17,0.281,0.3148,0.2516,0.2475,0.3295
