"(Intercept)","height","les_1","les_2","soil_moisture","temperature","vpd","wood_density","wue","height:les_1","height:les_2","height:wood_density","height:wue","les_1:soil_moisture","les_1:temperature","les_1:vpd","les_2:soil_moisture","les_2:temperature","les_2:vpd","soil_moisture:temperature","soil_moisture:vpd","soil_moisture:wood_density","soil_moisture:wue","temperature:vpd","temperature:wood_density","temperature:wue","vpd:wood_density","vpd:wue","df","logLik","AICc","delta","weight"
"+",-0.455074935982403,0.136564327339364,0.0137730777241625,-0.228817282775043,NA,0.748662837927562,0.165936609200461,-0.269375873153682,0.6312477702791,-0.293290071619517,NA,-0.306541988378437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,-3097.00281881962,6214.44475939573,0.420992464978553,0.000803284632679791
