"(Intercept)","les_1","les_2","planting_height","soil_moisture","temperature","vpd","wood_density","wue","les_1:planting_height","les_1:soil_moisture","les_1:temperature","les_1:vpd","les_2:planting_height","les_2:soil_moisture","les_2:temperature","les_2:vpd","planting_height:wood_density","planting_height:wue","soil_moisture:temperature","soil_moisture:vpd","soil_moisture:wood_density","soil_moisture:wue","temperature:vpd","temperature:wood_density","temperature:wue","vpd:wood_density","vpd:wue","df","logLik","AICc","delta","weight"
0.0351845228875571,-0.0118241609067234,-0.0218854931718134,-0.0541437917493711,NA,NA,NA,NA,NA,-0.0107305123914458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,606.542518396768,-1200.93995907333,1.52161476963215,0.00039817319573199
