"(Intercept)","les_1","les_2","planting_height","soil_moisture","temperature","vpd","wood_density","wue","les_1:planting_height","les_1:soil_moisture","les_1:temperature","les_1:vpd","les_2:planting_height","les_2:soil_moisture","les_2:temperature","les_2:vpd","planting_height:wood_density","planting_height:wue","soil_moisture:temperature","soil_moisture:vpd","soil_moisture:wood_density","soil_moisture:wue","temperature:vpd","temperature:wood_density","temperature:wue","vpd:wood_density","vpd:wue","df","logLik","AICc","delta","weight"
0.035306938904291,-0.0114738137470897,-0.021437346972256,-0.0541309506202618,0.00844505554853526,-0.00035934243888643,NA,NA,NA,-0.00994915245101558,NA,-0.0168882264940311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,612.026692982091,-1205.74088596418,1.83445733839721,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
