"(Intercept)","height","les_1","les_2","soil_moisture","temperature","vpd","wood_density","wue","height:les_1","height:les_2","height:wood_density","height:wue","les_1:soil_moisture","les_1:temperature","les_1:vpd","les_2:soil_moisture","les_2:temperature","les_2:vpd","soil_moisture:temperature","soil_moisture:vpd","soil_moisture:wood_density","soil_moisture:wue","temperature:vpd","temperature:wood_density","temperature:wue","vpd:wood_density","vpd:wue","df","logLik","AICc","delta","weight"
"+",-0.0572437401158875,0.0507707156214965,NA,-0.261737462423633,NA,0.381764092617233,NA,-0.210976487343834,0.240146671258482,NA,NA,NA,NA,NA,-0.202946889156504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,-2435.80716584721,4885.86157231252,1.98761873884541,0.000902132331590895
