"X.Intercept.","height","les_1","les_2","soil_moisture","temperature","vpd","wood_density","wue","height.les_1","height.les_2","height.wood_density","height.wue","les_1.soil_moisture","les_1.temperature","les_1.vpd","les_2.soil_moisture","les_2.temperature","les_2.vpd","soil_moisture.temperature","soil_moisture.vpd","soil_moisture.wood_density","soil_moisture.wue","temperature.vpd","temperature.wood_density","temperature.wue","vpd.wood_density","vpd.wue","df","logLik","AICc","delta","weight"
"+",-0.45406223782348,0.138618179755832,0.0123711471701573,-0.23335954357494,NA,0.645362228872153,0.161009228834178,-0.271025858240653,0.635675251846121,-0.300433452238218,NA,-0.304702601261321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,-3098.90447941479,6218.24808058606,1.97370966246217,0.000317055984928035
