"(Intercept)","height","les_1","les_2","soil_moisture","temperature","vpd","wood_density","wue","height:les_1","height:les_2","height:wood_density","height:wue","les_1:soil_moisture","les_1:temperature","les_1:vpd","les_2:soil_moisture","les_2:temperature","les_2:vpd","soil_moisture:temperature","soil_moisture:vpd","soil_moisture:wood_density","soil_moisture:wue","temperature:vpd","temperature:wood_density","temperature:wue","vpd:wood_density","vpd:wue","df","logLik","AICc","delta","weight"
"+",-0.10485382095071,0.0484469478855119,NA,-0.290712584135103,NA,0.350309131858807,-0.138510008528012,-0.219298628203061,0.188225765016358,NA,0.129929450287585,NA,NA,NA,NA,NA,NA,NA,NA,0.328535193927922,NA,NA,NA,NA,NA,NA,NA,9,-2436.70756568617,4891.81424445437,0,0.00217971619857664
