"(Intercept)","height","les_1","les_2","soil_moisture","temperature","vpd","wood_density","wue","height:les_1","height:les_2","height:wood_density","height:wue","les_1:soil_moisture","les_1:temperature","les_1:vpd","les_2:soil_moisture","les_2:temperature","les_2:vpd","soil_moisture:temperature","soil_moisture:vpd","soil_moisture:wood_density","soil_moisture:wue","temperature:vpd","temperature:wood_density","temperature:wue","vpd:wood_density","vpd:wue","df","logLik","AICc","delta","weight"
"+",-0.0830124445365122,0.0767421384052144,NA,-0.160209928706246,-0.213933448713047,NA,-0.148855097064663,-0.221033744108064,0.179915831656318,NA,0.135842307762419,NA,NA,NA,NA,NA,NA,NA,-0.230104380096793,NA,NA,NA,NA,NA,NA,NA,NA,9,-2436.83101660159,4892.06114628523,0.91431352274958,0.000911052715976062
