"","date","plot","soil_moisture"
"62",2020-05-14,1131,40.2416666666667
"63",2020-05-14,1132,26.8375
"64",2020-05-15,1124,37.5916666666667
"65",2020-05-15,1130,36.0875
"66",2020-05-15,1131,40.1166666666667
"67",2020-05-15,1132,26.9166666666667
"68",2020-05-16,1124,37.6666666666667
"69",2020-05-16,1130,36.2875
"70",2020-05-16,1131,39.9333333333333
"71",2020-05-16,1132,26.8916666666667
"72",2020-05-17,1124,37.6208333333333
"73",2020-05-17,1130,36.275
"74",2020-05-17,1131,39.675
"75",2020-05-17,1132,26.7916666666667
"76",2020-05-18,1124,37.3583333333333
"77",2020-05-18,1130,36.0125
"78",2020-05-18,1131,39.5416666666667
"79",2020-05-18,1132,26.5208333333333
"80",2020-05-19,1124,37.2
"81",2020-05-19,1130,35.7333333333333
"82",2020-05-19,1131,38.275
"83",2020-05-19,1132,26.3166666666667
"84",2020-05-20,1124,37.1208333333333
"85",2020-05-20,1130,35.7625
"86",2020-05-20,1131,37.8208333333333
"87",2020-05-20,1132,26.25
"88",2020-05-21,1124,37.2583333333333
"89",2020-05-21,1130,35.9875
"90",2020-05-21,1131,37.3791666666667
"91",2020-05-21,1132,26.3458333333333
"92",2020-05-22,1124,37.0875
"93",2020-05-22,1130,35.9416666666667
"94",2020-05-22,1131,36.7583333333333
"95",2020-05-22,1132,26.4458333333333
"96",2020-05-23,1124,37.0666666666667
"97",2020-05-23,1130,35.7541666666667
"98",2020-05-23,1131,36.2625
"99",2020-05-23,1132,26.3875
"100",2020-05-24,1124,36.875
"101",2020-05-24,1130,35.6041666666667
"102",2020-05-24,1131,35.9625
"103",2020-05-24,1132,26.3208333333333
"104",2020-05-25,1124,37.0416666666667
"105",2020-05-25,1130,35.6333333333333
"106",2020-05-25,1131,35.45
"107",2020-05-25,1132,26.375
"108",2020-05-26,1124,37.2375
"109",2020-05-26,1130,35.4375
"110",2020-05-26,1131,35.175
"111",2020-05-26,1132,26.5166666666667
"112",2020-05-27,1124,37.4166666666667
"113",2020-05-27,1130,35.2666666666667
"114",2020-05-27,1131,34.8708333333333
"115",2020-05-27,1132,26.5583333333333
"116",2020-05-28,1124,37.3666666666667
"117",2020-05-28,1130,35.175
"118",2020-05-28,1131,34.6375
"119",2020-05-28,1132,26.5458333333333
"120",2020-05-29,1124,37.2541666666667
"121",2020-05-29,1130,35.05
"122",2020-05-29,1131,34.4208333333333
"123",2020-05-29,1132,26.375
"124",2020-05-30,1124,37.0708333333333
"125",2020-05-30,1130,34.6583333333333
"126",2020-05-30,1131,34.875
"127",2020-05-30,1132,26.15
"128",2020-05-31,1124,37.0083333333333
"129",2020-05-31,1130,34.7166666666667
"130",2020-05-31,1131,33.6958333333333
"131",2020-05-31,1132,26.0125
"132",2020-06-01,1124,37.0416666666667
"133",2020-06-01,1130,34.6958333333333
"134",2020-06-01,1131,34.0041666666667
"135",2020-06-01,1132,26.0416666666667
"136",2020-06-02,1124,37.1541666666667
"137",2020-06-02,1130,34.8291666666667
"138",2020-06-02,1131,34.7625
"139",2020-06-02,1132,26.1
"140",2020-06-03,1124,37.3833333333333
"141",2020-06-03,1130,34.9875
"142",2020-06-03,1131,33.7541666666667
"143",2020-06-03,1132,17.7625
"144",2020-06-04,1124,37.4708333333333
"145",2020-06-04,1130,34.9375
"146",2020-06-04,1131,33.7708333333333
"147",2020-06-04,1132,17.5166666666667
"148",2020-06-05,1124,37.1083333333333
"149",2020-06-05,1130,34.425
"150",2020-06-05,1131,33.3625
"151",2020-06-05,1132,17.4125
"152",2020-06-06,1124,36.8375
"153",2020-06-06,1130,34.0708333333333
"154",2020-06-06,1131,32.6875
"155",2020-06-06,1132,17.2666666666667
"156",2020-06-07,1124,36.8
"157",2020-06-07,1130,33.85
"158",2020-06-07,1131,32.5791666666667
"159",2020-06-07,1132,17.2666666666667
"160",2020-06-08,1124,36.6041666666667
"161",2020-06-08,1130,33.95
"162",2020-06-08,1131,32.5625
"163",2020-06-08,1132,17.3333333333333
"164",2020-06-09,1124,36.7875
"165",2020-06-09,1130,34.225
"166",2020-06-09,1131,32.7541666666667
"167",2020-06-09,1132,17.5416666666667
"168",2020-06-10,1124,36.9291666666667
"169",2020-06-10,1130,34.5875
"170",2020-06-10,1131,32.8583333333333
"171",2020-06-10,1132,17.7416666666667
"172",2020-06-11,1124,36.9791666666667
"173",2020-06-11,1130,34.95
"174",2020-06-11,1131,33.0625
"175",2020-06-11,1132,17.8833333333333
"176",2020-06-12,1124,36.975
"177",2020-06-12,1130,34.6458333333333
"178",2020-06-12,1131,32.7833333333333
"179",2020-06-12,1132,17.7791666666667
"180",2020-06-13,1124,36.8083333333333
"181",2020-06-13,1130,34.3791666666667
"182",2020-06-13,1131,32.7541666666667
"183",2020-06-13,1132,17.7333333333333
"184",2020-06-14,1124,36.7541666666667
"185",2020-06-14,1130,34.3375
"186",2020-06-14,1131,32.8625
"187",2020-06-14,1132,17.6958333333333
"188",2020-06-15,1124,36.7291666666667
"189",2020-06-15,1130,34.275
"190",2020-06-15,1131,32.6458333333333
"191",2020-06-15,1132,17.6791666666667
"192",2020-06-16,1124,36.6416666666667
"193",2020-06-16,1130,34.1875
"194",2020-06-16,1131,32.6791666666667
"195",2020-06-16,1132,17.6875
"196",2020-06-17,1124,36.525
"197",2020-06-17,1130,34.1125
"198",2020-06-17,1131,32.4291666666667
"199",2020-06-17,1132,17.6125
"200",2020-06-18,1124,36.35
"201",2020-06-18,1130,33.7666666666667
"202",2020-06-18,1131,32.5875
"203",2020-06-18,1132,17.4583333333333
"204",2020-06-19,1124,36.2
"205",2020-06-19,1130,33.7916666666667
"206",2020-06-19,1131,32.2
"207",2020-06-19,1132,17.3416666666667
"208",2020-06-20,1124,36.0375
"209",2020-06-20,1130,33.4458333333333
"210",2020-06-20,1131,32.0708333333333
"211",2020-06-20,1132,17.2166666666667
"212",2020-06-21,1124,35.9833333333333
"213",2020-06-21,1130,33.4458333333333
"214",2020-06-21,1131,32.0708333333333
"215",2020-06-21,1132,17.1791666666667
"216",2020-06-22,1124,36.0208333333333
"217",2020-06-22,1130,33.625
"218",2020-06-22,1131,32.0166666666667
"219",2020-06-22,1132,17.2458333333333
"220",2020-06-23,1124,36.1041666666667
"221",2020-06-23,1130,33.8291666666667
"222",2020-06-23,1131,32.1416666666667
"223",2020-06-23,1132,17.3166666666667
"224",2020-06-24,1124,36.1
"225",2020-06-24,1130,33.8083333333333
"226",2020-06-24,1131,32.3583333333333
"227",2020-06-24,1132,17.35
"228",2020-06-25,1124,35.9875
"229",2020-06-25,1130,33.675
"230",2020-06-25,1131,31.9583333333333
"231",2020-06-25,1132,17.2333333333333
"232",2020-06-26,1124,35.925
"233",2020-06-26,1130,33.6458333333333
"234",2020-06-26,1131,31.9916666666667
"235",2020-06-26,1132,17.2041666666667
"236",2020-06-27,1124,35.9
"237",2020-06-27,1130,33.7208333333333
"238",2020-06-27,1131,31.9958333333333
"239",2020-06-27,1132,17.2041666666667
"240",2020-06-28,1124,35.625
"241",2020-06-28,1130,33.1833333333333
"242",2020-06-28,1131,31.5541666666667
"243",2020-06-28,1132,16.9458333333333
"244",2020-06-29,1124,35.5083333333333
"245",2020-06-29,1130,33.0041666666667
"246",2020-06-29,1131,31.1416666666667
"247",2020-06-29,1132,16.8791666666667
"248",2020-06-30,1124,35.4458333333333
"249",2020-06-30,1130,32.9541666666667
"250",2020-06-30,1131,31.1291666666667
"251",2020-06-30,1132,16.85
"252",2020-07-01,1124,35.3541666666667
"253",2020-07-01,1130,32.7875
"254",2020-07-01,1131,30.8416666666667
"255",2020-07-01,1132,16.8
"256",2020-07-02,1124,35.2625
"257",2020-07-02,1130,32.7958333333333
"258",2020-07-02,1131,30.775
"259",2020-07-02,1132,16.7125
"260",2020-07-03,1124,35.3208333333333
"261",2020-07-03,1130,32.7
"262",2020-07-03,1131,31.0083333333333
"263",2020-07-03,1132,16.7541666666667
"264",2020-07-04,1124,35.35
"265",2020-07-04,1130,32.8208333333333
"266",2020-07-04,1131,30.975
"267",2020-07-04,1132,16.7833333333333
"268",2020-07-05,1124,35.3083333333333
"269",2020-07-05,1130,32.8833333333333
"270",2020-07-05,1131,30.7833333333333
"271",2020-07-05,1132,16.7833333333333
"272",2020-07-06,1124,35.2791666666667
"273",2020-07-06,1130,32.8833333333333
"274",2020-07-06,1131,30.8333333333333
"275",2020-07-06,1132,16.7291666666667
"276",2020-07-07,1124,35.175
"277",2020-07-07,1130,32.8416666666667
"278",2020-07-07,1131,30.55
"279",2020-07-07,1132,16.6541666666667
"280",2020-07-08,1124,35.0958333333333
"281",2020-07-08,1130,32.5833333333333
"282",2020-07-08,1131,30.4291666666667
"283",2020-07-08,1132,16.5458333333333
"284",2020-07-09,1124,34.9458333333333
"285",2020-07-09,1130,32.3541666666667
"286",2020-07-09,1131,30.05
"287",2020-07-09,1132,16.4583333333333
"288",2020-07-10,1124,34.9
"289",2020-07-10,1130,32.3375
"290",2020-07-10,1131,30.2
"291",2020-07-10,1132,16.4375
"292",2020-07-11,1124,34.875
"293",2020-07-11,1130,32.3833333333333
"294",2020-07-11,1131,30.3
"295",2020-07-11,1132,16.4291666666667
"296",2020-07-12,1124,34.7958333333333
"297",2020-07-12,1130,32.3458333333333
"298",2020-07-12,1131,30.1
"299",2020-07-12,1132,16.3625
"300",2020-07-13,1124,34.65
"301",2020-07-13,1130,32.1375
"302",2020-07-13,1131,30.0083333333333
"303",2020-07-13,1132,16.2375
"304",2020-07-14,1124,34.4166666666667
"305",2020-07-14,1130,31.7791666666667
"306",2020-07-14,1131,29.625
"307",2020-07-14,1132,16.0125
"308",2020-07-15,1124,34.175
"309",2020-07-15,1130,31.5083333333333
"310",2020-07-15,1131,29.0458333333333
"311",2020-07-15,1132,15.7958333333333
"312",2020-07-16,1124,34.0041666666667
"313",2020-07-16,1130,31.1333333333333
"314",2020-07-16,1131,28.5041666666667
"315",2020-07-16,1132,15.6083333333333
"316",2020-07-17,1124,33.8916666666667
"317",2020-07-17,1130,31.075
"318",2020-07-17,1131,28.2416666666667
"319",2020-07-17,1132,15.5083333333333
"320",2020-07-18,1124,33.7916666666667
"321",2020-07-18,1130,30.8666666666667
"322",2020-07-18,1131,28.1208333333333
"323",2020-07-18,1132,15.4291666666667
"324",2020-07-19,1124,33.6541666666667
"325",2020-07-19,1130,30.7583333333333
"326",2020-07-19,1131,27.8833333333333
"327",2020-07-19,1132,15.3708333333333
"328",2020-07-20,1124,33.5125
"329",2020-07-20,1130,30.4875
"330",2020-07-20,1131,27.8625
"331",2020-07-20,1132,15.2833333333333
"332",2020-07-21,1124,33.4
"333",2020-07-21,1130,30.3833333333333
"334",2020-07-21,1131,27.7041666666667
"335",2020-07-21,1132,15.2
"336",2020-07-22,1124,33.25
"337",2020-07-22,1130,30.2041666666667
"338",2020-07-22,1131,27.4416666666667
"339",2020-07-22,1132,15.0708333333333
"340",2020-07-23,1124,33.0791666666667
"341",2020-07-23,1130,29.875
"342",2020-07-23,1131,27.0875
"343",2020-07-23,1132,14.8875
"344",2020-07-24,1124,32.9541666666667
"345",2020-07-24,1130,29.6958333333333
"346",2020-07-24,1131,26.8916666666667
"347",2020-07-24,1132,14.7708333333333
"348",2020-07-25,1124,32.8833333333333
"349",2020-07-25,1130,29.525
"350",2020-07-25,1131,26.8833333333333
"351",2020-07-25,1132,14.7291666666667
"352",2020-07-26,1124,32.8458333333333
"353",2020-07-26,1130,29.5125
"354",2020-07-26,1131,26.8125
"355",2020-07-26,1132,14.7083333333333
"356",2020-07-27,1124,32.7133333333333
"357",2020-07-27,1130,29.3066666666667
"358",2020-07-27,1131,26.6533333333333
"359",2020-07-27,1132,14.52
"360",2020-04-03,417,18.514
"361",2020-04-03,423,29.846
"362",2020-04-03,425,32.837
"363",2020-04-03,434,29.039
"364",2020-04-03,1546,31.075
"365",2020-04-04,417,18.8025
"366",2020-04-04,423,29.92875
"367",2020-04-04,425,32.6845833333333
"368",2020-04-04,434,29.0920833333333
"369",2020-04-04,1546,30.9820833333333
"370",2020-04-05,417,18.9075
"371",2020-04-05,423,29.9625
"372",2020-04-05,425,32.6675
"373",2020-04-05,434,29.1016666666667
"374",2020-04-05,1546,30.8183333333333
"375",2020-04-06,417,26.7504166666667
"376",2020-04-06,423,34.8116666666667
"377",2020-04-06,425,37.8604166666667
"378",2020-04-06,434,37.655
"379",2020-04-06,1546,35.82125
"380",2020-04-07,417,26.81375
"381",2020-04-07,423,34.4029166666667
"382",2020-04-07,425,36.6154166666667
"383",2020-04-07,434,36.53375
"384",2020-04-07,1546,35.08625
"385",2020-04-08,417,26.7491666666667
"386",2020-04-08,423,34.4720833333333
"387",2020-04-08,425,36.68875
"388",2020-04-08,434,36.6620833333333
"389",2020-04-08,1546,34.8495833333333
"390",2020-04-09,417,27.6541666666667
"391",2020-04-09,423,35.1541666666667
"392",2020-04-09,425,37.4916666666667
"393",2020-04-09,434,37.71125
"394",2020-04-09,1546,35.7891666666667
"395",2020-04-10,417,27.1079166666667
"396",2020-04-10,423,34.5279166666667
"397",2020-04-10,425,36.5020833333333
"398",2020-04-10,434,36.98
"399",2020-04-10,1546,35.0891666666667
"400",2020-04-11,417,26.4283333333333
"401",2020-04-11,423,33.7754166666667
"402",2020-04-11,425,35.6325
"403",2020-04-11,434,36.0883333333333
"404",2020-04-11,1546,34.4404166666667
"405",2020-04-12,417,25.9570833333333
"406",2020-04-12,423,33.3816666666667
"407",2020-04-12,425,35.4291666666667
"408",2020-04-12,434,35.4495833333333
"409",2020-04-12,1546,34.0325
"410",2020-04-13,417,25.7341666666667
"411",2020-04-13,423,33.25375
"412",2020-04-13,425,35.3529166666667
"413",2020-04-13,434,35.1704166666667
"414",2020-04-13,1546,33.8770833333333
"415",2020-04-14,417,25.5766666666667
"416",2020-04-14,423,33.1616666666667
"417",2020-04-14,425,35.3404166666667
"418",2020-04-14,434,35.0054166666667
"419",2020-04-14,1546,33.705
"420",2020-04-15,417,25.1704166666667
"421",2020-04-15,423,33.0004166666667
"422",2020-04-15,425,35.22375
"423",2020-04-15,434,34.7525
"424",2020-04-15,1546,33.4354166666667
"425",2020-04-16,417,24.83125
"426",2020-04-16,423,32.8441666666667
"427",2020-04-16,425,35.0179166666667
"428",2020-04-16,434,34.48375
"429",2020-04-16,1546,33.1266666666667
"430",2020-04-17,417,24.4354166666667
"431",2020-04-17,423,32.6445833333333
"432",2020-04-17,425,34.8225
"433",2020-04-17,434,34.1258333333333
"434",2020-04-17,1546,32.82625
"435",2020-04-18,417,24.0620833333333
"436",2020-04-18,423,32.40375
"437",2020-04-18,425,35.1216666666667
"438",2020-04-18,434,33.81125
"439",2020-04-18,1546,32.6
"440",2020-04-19,417,23.8991666666667
"441",2020-04-19,423,32.3145833333333
"442",2020-04-19,425,34.91875
"443",2020-04-19,434,33.6208333333333
"444",2020-04-19,1546,32.4775
"445",2020-04-20,417,23.6933333333333
"446",2020-04-20,423,32.2158333333333
"447",2020-04-20,425,34.6841666666667
"448",2020-04-20,434,33.4820833333333
"449",2020-04-20,1546,32.2808333333333
"450",2020-04-21,417,23.4429166666667
"451",2020-04-21,423,32.14625
"452",2020-04-21,425,34.37875
"453",2020-04-21,434,33.345
"454",2020-04-21,1546,32.1004166666667
"455",2020-04-22,417,23.0545833333333
"456",2020-04-22,423,32.1154166666667
"457",2020-04-22,425,34.1270833333333
"458",2020-04-22,434,33.2704166666667
"459",2020-04-22,1546,31.85375
"460",2020-04-23,417,22.5854166666667
"461",2020-04-23,423,31.805
"462",2020-04-23,425,33.7825
"463",2020-04-23,434,32.5970833333333
"464",2020-04-23,1546,30.7291666666667
"465",2020-04-24,417,22.1908333333333
"466",2020-04-24,423,31.4816666666667
"467",2020-04-24,425,33.2716666666667
"468",2020-04-24,434,31.805
"469",2020-04-24,1546,29.465
"470",2020-04-25,417,21.7304166666667
"471",2020-04-25,423,31.4291666666667
"472",2020-04-25,425,33.0145833333333
"473",2020-04-25,434,31.6620833333333
"474",2020-04-25,1546,29.2008333333333
"475",2020-04-26,417,21.3491666666667
"476",2020-04-26,423,31.3333333333333
"477",2020-04-26,425,32.7629166666667
"478",2020-04-26,434,31.495
"479",2020-04-26,1546,28.9329166666667
"480",2020-04-27,417,21.1720833333333
"481",2020-04-27,423,31.25
"482",2020-04-27,425,32.5508333333333
"483",2020-04-27,434,31.3108333333333
"484",2020-04-27,1546,28.6875
"485",2020-04-28,417,20.99625
"486",2020-04-28,423,31.1458333333333
"487",2020-04-28,425,32.3020833333333
"488",2020-04-28,434,31.1366666666667
"489",2020-04-28,1546,28.4595833333333
"490",2020-04-29,417,20.80125
"491",2020-04-29,423,31.0166666666667
"492",2020-04-29,425,32.0670833333333
"493",2020-04-29,434,30.9654166666667
"494",2020-04-29,1546,28.28
"495",2020-04-30,417,20.59
"496",2020-04-30,423,30.7891666666667
"497",2020-04-30,425,31.9108333333333
"498",2020-04-30,434,30.795
"499",2020-04-30,1546,28.1141666666667
"500",2020-05-01,417,20.2791666666667
"501",2020-05-01,423,30.215
"502",2020-05-01,425,31.7083333333333
"503",2020-05-01,434,30.5545833333333
"504",2020-05-01,1546,27.9283333333333
"505",2020-05-02,417,20.00125
"506",2020-05-02,423,29.7866666666667
"507",2020-05-02,425,31.4491666666667
"508",2020-05-02,434,30.31875
"509",2020-05-02,1546,27.78375
"510",2020-05-03,417,19.7475
"511",2020-05-03,423,29.5404166666667
"512",2020-05-03,425,31.2020833333333
"513",2020-05-03,434,30.095
"514",2020-05-03,1546,27.665
"515",2020-05-04,417,19.4575
"516",2020-05-04,423,29.3158333333333
"517",2020-05-04,425,31.0495833333333
"518",2020-05-04,434,29.8733333333333
"519",2020-05-04,1546,27.5591666666667
"520",2020-05-05,417,19.15625
"521",2020-05-05,423,29.1679166666667
"522",2020-05-05,425,30.92
"523",2020-05-05,434,29.6491666666667
"524",2020-05-05,1546,27.4520833333333
"525",2020-05-06,417,18.82625
"526",2020-05-06,423,28.9620833333333
"527",2020-05-06,425,30.8404166666667
"528",2020-05-06,434,29.4475
"529",2020-05-06,1546,27.3604166666667
"530",2020-05-07,417,18.5245833333333
"531",2020-05-07,423,28.7525
"532",2020-05-07,425,30.7454166666667
"533",2020-05-07,434,29.2329166666667
"534",2020-05-07,1546,27.2516666666667
"535",2020-05-08,417,18.2975
"536",2020-05-08,423,28.485
"537",2020-05-08,425,30.5970833333333
"538",2020-05-08,434,29.01375
"539",2020-05-08,1546,27.1275
"540",2020-05-09,417,18.0833333333333
"541",2020-05-09,423,28.19625
"542",2020-05-09,425,30.4366666666667
"543",2020-05-09,434,28.8133333333333
"544",2020-05-09,1546,27.01625
"545",2020-05-10,417,17.8620833333333
"546",2020-05-10,423,27.9016666666667
"547",2020-05-10,425,30.3166666666667
"548",2020-05-10,434,28.67375
"549",2020-05-10,1546,26.9345833333333
"550",2020-05-11,417,17.6858333333333
"551",2020-05-11,423,27.70875
"552",2020-05-11,425,30.27125
"553",2020-05-11,434,28.5983333333333
"554",2020-05-11,1546,26.88125
"555",2020-05-12,417,17.5866666666667
"556",2020-05-12,423,27.5045833333333
"557",2020-05-12,425,30.13375
"558",2020-05-12,434,28.4654166666667
"559",2020-05-12,1546,26.8116666666667
"560",2020-05-13,417,17.5095833333333
"561",2020-05-13,423,27.3208333333333
"562",2020-05-13,425,30.0345833333333
"563",2020-05-13,434,28.3616666666667
"564",2020-05-13,1546,26.74625
"565",2020-05-14,417,17.35125
"566",2020-05-14,423,27.1425
"567",2020-05-14,425,30.0158333333333
"568",2020-05-14,434,28.2916666666667
"569",2020-05-14,1546,26.69375
"570",2020-05-15,417,17.2483333333333
"571",2020-05-15,423,27.0075
"572",2020-05-15,425,34.1679166666667
"573",2020-05-15,434,28.2770833333333
"574",2020-05-15,1546,26.6854166666667
"575",2020-05-16,417,17.1779166666667
"576",2020-05-16,423,26.7933333333333
"577",2020-05-16,425,31.7270833333333
"578",2020-05-16,434,28.2025
"579",2020-05-16,1546,26.6383333333333
"580",2020-05-17,417,16.9258333333333
"581",2020-05-17,423,26.5845833333333
"582",2020-05-17,425,29.8779166666667
"583",2020-05-17,434,28.0945833333333
"584",2020-05-17,1546,26.5404166666667
"585",2020-05-18,417,17.0895833333333
"586",2020-05-18,423,26.2695833333333
"587",2020-05-18,425,29.7629166666667
"588",2020-05-18,434,28.0679166666667
"589",2020-05-18,1546,26.4058333333333
"590",2020-05-19,417,17.0891666666667
"591",2020-05-19,423,26.1458333333333
"592",2020-05-19,425,29.61625
"593",2020-05-19,434,27.9275
"594",2020-05-19,1546,26.3633333333333
"595",2020-05-20,417,16.8175
"596",2020-05-20,423,26.0816666666667
"597",2020-05-20,425,33.0925
"598",2020-05-20,434,27.8291666666667
"599",2020-05-20,1546,26.3166666666667
"600",2020-05-21,417,16.8533333333333
"601",2020-05-21,423,25.9070833333333
"602",2020-05-21,425,36.6820833333333
"603",2020-05-21,434,27.845
"604",2020-05-21,1546,26.3320833333333
"605",2020-05-22,417,17.0045833333333
"606",2020-05-22,423,25.67875
"607",2020-05-22,425,33.1366666666667
"608",2020-05-22,434,27.8058333333333
"609",2020-05-22,1546,26.2941666666667
"610",2020-05-23,417,16.9429166666667
"611",2020-05-23,423,25.52
"612",2020-05-23,425,29.5233333333333
"613",2020-05-23,434,27.7508333333333
"614",2020-05-23,1546,26.24125
"615",2020-05-24,417,16.9245833333333
"616",2020-05-24,423,25.42375
"617",2020-05-24,425,31.2308333333333
"618",2020-05-24,434,27.69875
"619",2020-05-24,1546,26.2008333333333
"620",2020-05-25,417,16.985
"621",2020-05-25,423,25.39625
"622",2020-05-25,425,36.57125
"623",2020-05-25,434,27.7204166666667
"624",2020-05-25,1546,26.1929166666667
"625",2020-05-26,417,17.0304166666667
"626",2020-05-26,423,25.3945833333333
"627",2020-05-26,425,36.5529166666667
"628",2020-05-26,434,27.7095833333333
"629",2020-05-26,1546,26.1895833333333
"630",2020-05-27,417,17
"631",2020-05-27,423,25.2929166666667
"632",2020-05-27,425,38.3104166666667
"633",2020-05-27,434,27.6870833333333
"634",2020-05-27,1546,26.1716666666667
"635",2020-05-28,417,16.9116666666667
"636",2020-05-28,423,25.1270833333333
"637",2020-05-28,425,39.44
"638",2020-05-28,434,27.63375
"639",2020-05-28,1546,26.2029166666667
"640",2020-05-29,417,13.8895833333333
"641",2020-05-29,423,24.9425
"642",2020-05-29,425,30.7716666666667
"643",2020-05-29,434,27.5141666666667
"644",2020-05-29,1546,26.1833333333333
"645",2020-05-30,417,6.73166666666667
"646",2020-05-30,423,24.7208333333333
"647",2020-05-30,425,29.1604166666667
"648",2020-05-30,434,27.32375
"649",2020-05-30,1546,26.1175
"650",2020-05-31,417,8.51791666666667
"651",2020-05-31,423,24.5254166666667
"652",2020-05-31,425,35.15375
"653",2020-05-31,434,27.1966666666667
"654",2020-05-31,1546,26.04
"655",2020-06-01,417,8.99875
"656",2020-06-01,423,24.4233333333333
"657",2020-06-01,425,29.0479166666667
"658",2020-06-01,434,27.1566666666667
"659",2020-06-01,1546,26.0566666666667
"660",2020-06-02,417,9.025
"661",2020-06-02,423,24.36625
"662",2020-06-02,425,34.4075
"663",2020-06-02,434,27.17125
"664",2020-06-02,1546,26.0933333333333
"665",2020-06-03,417,9.15125
"666",2020-06-03,423,24.3720833333333
"667",2020-06-03,425,36.20125
"668",2020-06-03,434,27.24375
"669",2020-06-03,1546,26.205
"670",2020-06-04,417,9.00375
"671",2020-06-04,423,24.2533333333333
"672",2020-06-04,425,36.1804166666667
"673",2020-06-04,434,27.18125
"674",2020-06-04,1546,26.2183333333333
"675",2020-06-05,417,8.68
"676",2020-06-05,423,24.02375
"677",2020-06-05,425,28.8545833333333
"678",2020-06-05,434,26.9904166666667
"679",2020-06-05,1546,26.0929166666667
"680",2020-06-06,417,8.45791666666667
"681",2020-06-06,423,23.82875
"682",2020-06-06,425,28.72375
"683",2020-06-06,434,26.8154166666667
"684",2020-06-06,1546,25.9245833333333
"685",2020-06-07,417,8.39375
"686",2020-06-07,423,23.7579166666667
"687",2020-06-07,425,37.67
"688",2020-06-07,434,26.73375
"689",2020-06-07,1546,25.8691666666667
"690",2020-06-08,417,8.33166666666667
"691",2020-06-08,423,23.71875
"692",2020-06-08,425,37.7895833333333
"693",2020-06-08,434,26.6591666666667
"694",2020-06-08,1546,25.8125
"695",2020-06-09,417,8.39291666666667
"696",2020-06-09,423,23.7304166666667
"697",2020-06-09,425,40.0358333333333
"698",2020-06-09,434,26.6783333333333
"699",2020-06-09,1546,25.8658333333333
"700",2020-06-10,417,8.31083333333333
"701",2020-06-10,423,23.67625
"702",2020-06-10,425,43.08125
"703",2020-06-10,434,26.6766666666667
"704",2020-06-10,1546,1.39791666666667
"705",2020-06-11,417,8.20583333333333
"706",2020-06-11,423,23.58125
"707",2020-06-11,425,39.4533333333333
"708",2020-06-11,434,26.58625
"709",2020-06-12,417,8
"710",2020-06-12,423,23.3925
"711",2020-06-12,425,37.5470833333333
"712",2020-06-12,434,26.4095833333333
"713",2020-06-13,417,7.92416666666667
"714",2020-06-13,423,23.2754166666667
"715",2020-06-13,425,37.4920833333333
"716",2020-06-13,434,26.2879166666667
"717",2020-06-14,417,7.84958333333333
"718",2020-06-14,423,23.15375
"719",2020-06-14,425,37.41125
"720",2020-06-14,434,26.16375
