"plot_number","Plant","start_date","start_time","end_date","end_time","dead","height","gopher"
413,"RHOV",2020-01-30,0,2020-06-25,147,1,8.433,0
414,"HEAR",2020-02-27,0,2020-06-25,119,1,17.8,0
415,"ENCA",2020-02-27,0,2020-06-24,118,0,47.5,0
416,"MALA",2020-02-14,0,2020-06-25,132,0,35.5,0
417,"RHOV",2020-01-30,0,2020-06-25,147,0,14.764,0
418,"ADFA",2020-02-01,0,2020-06-25,145,0,52.4,0
419,"ENCA",2020-02-01,0,2020-06-25,145,0,39,0
420,"MALA",2020-02-14,0,2020-06-25,132,0,23.1,0
421,"CEOL",2020-02-15,0,2020-06-25,131,0,17.6,0
422,"ENCA",2020-02-01,0,2020-06-25,145,1,25.5,0
423,"SANI",2020-02-14,0,2020-06-25,132,0,18.1,0
424,"CEOL",2020-02-15,0,2020-06-25,131,1,13.1,0
425,"HEWH",2020-02-01,0,2020-06-25,145,0,10,0
426,"HEWH",2020-02-01,0,2020-06-25,145,1,6.8,0
427,"CEOL",2020-02-15,0,2020-06-25,131,0,15.5,0
428,"ENCA",2020-02-01,0,2020-06-24,144,0,10,0
429,"RHOV",2020-01-30,0,2020-06-25,147,0,8.241,0
430,"ADFA",2020-02-27,0,2020-06-25,119,1,53,0
432,"HEWH",2020-02-01,0,2020-06-25,145,0,17.5,1
433,"CEOL",2020-02-20,0,2020-06-25,126,1,10,0
434,"CEOL",2020-02-20,0,2020-06-25,126,1,5.6,0
435,"HEAR",2020-02-28,0,2020-06-25,118,1,14.9,0
436,"MALA",2020-02-14,0,2020-06-25,132,0,32.2,0
437,"MALA",2020-02-14,0,2020-06-25,132,1,27,0
438,"HEWH",2020-02-20,0,2020-06-24,125,1,14.4,0
439,"RHOV",2020-02-07,0,2020-06-24,138,0,11.5,0
440,"HEWH",2020-02-15,0,2020-06-25,131,0,23,1
441,"SAAP",2020-02-14,0,2020-06-25,132,0,16.2,0
442,"HEWH",2020-02-01,0,2020-06-25,145,0,24.9,0
443,"ENCA",2020-02-01,0,2020-06-25,145,0,43.9,0
444,"HEWH",2020-02-01,0,2020-06-25,145,1,12,0
445,"HEWH",2020-02-01,0,2020-06-25,145,1,14.5,0
446,"RHOV",2020-02-01,0,2020-06-25,145,0,15.2,0
447,"ADFA",2020-02-15,0,2020-06-25,131,0,58,0
448,"HEWH",2020-02-01,0,2020-06-25,145,1,8.4,0
449,"MALA",2020-02-14,0,2020-06-25,132,1,38.1,0
450,"SAME",2020-02-21,0,2020-06-25,125,0,10.9,0
451,"ENCA",2020-02-15,0,2020-06-25,131,0,32.8,0
452,"RHOV",2020-02-15,0,2020-06-25,131,0,14.1,1
453,"CEOL",2020-02-15,0,2020-06-25,131,1,13.6,0
454,"ENCA",2020-02-01,0,2020-06-24,144,1,7.8,0
455,"ENCA",2020-03-19,0,2020-06-25,98,1,39.3,0
456,"RHOV",2020-02-01,0,2020-06-25,145,1,10.6,0
457,"SAAP",2020-02-01,0,2020-06-25,145,0,28.4,0
458,"CEOL",2020-02-15,0,2020-06-25,131,0,14.4,0
459,"HEWH",2020-02-15,0,2020-06-25,131,0,14.2,0
460,"RHOV",2020-03-27,0,2020-06-24,89,0,13.4,0
461,"ENCA",2020-02-20,0,2020-06-25,126,0,34.1,0
462,"CEOL",2020-02-20,0,2020-06-24,125,1,7.7,0
463,"CEOL",2020-02-28,0,2020-06-24,117,1,22.1,0
464,"ENCA",2020-03-19,0,2020-06-24,97,0,43.6,0
465,"MALA",2020-02-15,0,2020-06-24,130,1,21,0
466,"SAAP",2020-02-20,0,2020-06-24,125,0,10.9,0
467,"RHOV",2020-02-07,0,2020-06-25,139,1,15.1,0
468,"CEOL",2020-02-15,0,2020-06-24,130,0,12.2,0
469,"ENCA",2020-02-07,0,2020-06-24,138,0,34.4,0
470,"ENCA",2020-02-07,0,2020-06-24,138,1,12.3,0
471,"RHOV",2020-02-07,0,2020-06-24,138,0,13.1,0
472,"ENCA",2020-03-19,0,2020-06-24,97,1,14.6,0
474,"CEOL",2020-02-15,0,2020-06-24,130,1,12.1,0
475,"HEWH",2020-02-15,0,2020-06-25,131,0,18.6,1
476,"ENCA",2020-02-15,0,2020-06-25,131,0,38.3,1
477,"SAME",2020-03-02,0,2020-06-25,115,0,3.6,1
478,"CEOL",2020-02-15,0,2020-06-25,131,1,12.7,0
479,"SAAP",2020-02-14,0,2020-06-25,132,1,11.5,0
480,"RHOV",2020-02-20,0,2020-06-24,125,0,17.9,0
481,"SANI",2020-02-14,0,2020-06-24,131,0,13.2,0
482,"RHOV",2020-02-07,0,2020-06-24,138,1,11.25,0
483,"CEOL",2020-02-15,0,2020-06-24,130,1,16.8,0
484,"SAME",2020-02-20,0,2020-06-24,125,1,5.5,0
485,"HEWH",2020-02-15,0,2020-06-24,130,1,24,0
486,"ENCA",2020-02-15,0,2020-06-24,130,0,8,0
487,"HEWH",2020-02-15,0,2020-06-24,130,0,26,0
488,"ADFA",2020-02-15,0,2020-06-24,130,1,59,0
489,"SAAP",2020-02-20,0,2020-06-24,125,0,9.1,0
490,"SAAP",2020-02-20,0,2020-06-24,125,1,12.8,0
491,"MALA",2020-02-15,0,2020-06-24,130,1,24.1,0
492,"CEOL",2020-02-07,0,2020-06-24,138,1,9.2,0
493,"ENCA",2020-02-07,0,2020-06-24,138,0,35.7,0
494,"HEWH",2020-02-15,0,2020-06-24,130,0,20.5,1
495,"SAAP",2020-02-15,0,2020-06-24,130,1,10.9,0
496,"HEWH",2020-02-15,0,2020-06-24,130,1,23.5,0
497,"CEOL",2020-02-15,0,2020-06-24,130,1,12.2,0
498,"MALA",2020-02-15,0,2020-06-24,130,1,28.1,0
499,"SAME",2020-02-27,0,2020-06-24,118,0,3.8,1
501,"CEOL",2020-02-14,0,2020-06-25,132,1,22.9,0
502,"SANI",2020-02-14,0,2020-06-25,132,0,9.1,1
503,"RHOV",2020-01-30,0,2020-06-25,147,0,10.2,0
504,"SAME",2020-02-20,0,2020-06-25,126,0,12.8,0
505,"SAAP",2020-02-15,0,2020-06-25,131,0,18.3,0
506,"CEOL",2020-02-14,0,2020-06-25,132,1,21,0
507,"RHOV",2020-01-30,0,2020-06-25,147,0,13.8,1
508,"CEOL",2020-02-14,0,2020-06-25,132,0,31.1,0
509,"HEAR",2020-02-27,0,2020-06-25,119,1,15.8,0
510,"ENCA",2020-02-01,0,2020-06-25,145,0,17,0
511,"HEWH",2020-01-30,0,2020-06-25,147,0,17.9,0
513,"SANI",2020-02-14,0,2020-06-25,132,1,8.5,0
514,"SAAP",2020-02-15,0,2020-06-25,131,0,27.4,0
515,"HEWH",2020-02-01,0,2020-06-25,145,0,15,0
516,"SAAP",2020-02-27,0,2020-06-25,119,0,10.6,0
517,"RHOV",2020-02-21,0,2020-06-25,125,0,13.5,0
518,"HEWH",2020-02-01,0,2020-06-25,145,0,18.7,1
519,"CEOL",2020-02-05,0,2020-06-25,141,0,18.9,1
520,"SAME",2020-02-27,0,2020-06-25,119,0,18.2,0
521,"ENCA",2020-02-01,0,2020-06-25,145,0,9.5,0
522,"RHOV",2020-02-01,0,2020-06-25,145,0,9.5,0
523,"ENCA",2020-02-01,0,2020-06-25,145,1,18.9,0
525,"HEWH",2020-02-01,0,2020-06-25,145,0,27.6,1
526,"CEOL",2020-02-05,0,2020-06-25,141,0,20,1
527,"RHOV",2020-02-01,0,2020-06-25,145,0,9.7,0
528,"CEOL",2020-02-01,0,2020-06-25,145,1,31.7,0
529,"CEOL",2020-02-05,0,2020-06-25,141,1,24.5,0
530,"SANI",2020-02-14,0,2020-06-25,132,1,8.6,0
531,"MALA",2020-02-14,0,2020-06-25,132,1,42.3,0
532,"CEOL",2020-02-05,0,2020-06-25,141,0,27.9,0
533,"RHOV",2020-01-30,0,2020-06-25,147,1,13.4,0
534,"RHOV",2020-01-30,0,2020-06-25,147,0,11.2,0
535,"SAME",2020-02-27,0,2020-06-25,119,1,11.1,0
536,"RHOV",2020-01-30,0,2020-06-25,147,0,11.6,1
537,"SAME",2020-02-27,0,2020-06-25,119,1,11.5,0
538,"CEOL",2020-02-14,0,2020-06-25,132,0,18.6,1
539,"RHOV",2020-01-30,0,2020-06-25,147,1,15.4,0
540,"MALA",2020-02-14,0,2020-06-25,132,1,39.2,0
541,"CEOL",2020-02-14,0,2020-06-25,132,1,12,0
542,"CEOL",2020-02-27,0,2020-06-25,119,0,6.5,1
543,"RHOV",2020-01-30,0,2020-06-25,147,1,15.4,0
544,"HEWH",2020-01-30,0,2020-06-25,147,0,18.4,0
545,"SAAP",2020-02-27,0,2020-06-25,119,0,12.2,0
546,"RHOV",2020-01-30,0,2020-06-25,147,0,21.4,0
547,"ENCA",2020-02-27,0,2020-06-25,119,0,21.8,1
548,"ADFA",2020-02-04,0,2020-06-25,142,0,55.5,0
549,"CEOL",2020-02-14,0,2020-06-25,132,0,23.4,1
550,"ENCA",2020-02-01,0,2020-06-25,145,1,7,0
551,"SANI",2020-02-14,0,2020-06-25,132,0,10.2,0
552,"HEWH",2020-02-01,0,2020-06-25,145,1,17.6,0
553,"CEOL",2020-02-14,0,2020-06-25,132,0,23.4,0
554,"HEWH",2020-02-01,0,2020-06-25,145,0,18.4,0
555,"ENCA",2020-02-01,0,2020-06-25,145,0,33.4,0
556,"MALA",2020-02-14,0,2020-06-25,132,0,42.4,0
557,"HEWH",2020-02-01,0,2020-06-24,144,0,23,0
558,"ADFA",2020-02-04,0,2020-06-25,142,0,45,0
559,"MALA",2020-02-14,0,2020-06-25,132,1,30.6,0
560,"CEOL",2020-02-27,0,2020-06-25,119,0,13.2,1
561,"CEOL",2020-02-27,0,2020-06-25,119,0,7.6,1
562,"ENCA",2020-02-05,0,2020-06-25,141,1,35.6,0
563,"HEWH",2020-02-05,0,2020-06-25,141,0,31.4,0
564,"HEWH",2020-02-05,0,2020-06-25,141,1,30.8,0
565,"HEWH",2020-02-05,0,2020-06-25,141,1,15.3,0
566,"CEOL",2020-02-27,0,2020-06-25,119,0,6.4,0
567,"ENCA",2020-02-27,0,2020-06-25,119,1,33.3,0
568,"ADFA",2020-02-27,0,2020-06-25,119,1,48.1,0
569,"HEWH",2020-02-27,0,2020-06-25,119,0,18,1
570,"ENCA",2020-02-27,0,2020-06-25,119,1,38.2,0
571,"ADFA",2020-02-01,0,2020-06-25,145,1,65.8,0
572,"HEWH",2020-02-01,0,2020-06-24,144,1,21,0
573,"ADFA",2020-02-07,0,2020-06-24,138,0,55,0
574,"SAAP",2020-02-15,0,2020-06-24,130,0,15,0
575,"HEWH",2020-02-15,0,2020-06-24,130,1,23,0
576,"SANI",2020-02-05,0,2020-06-24,140,0,23.5,0
577,"HEWH",2020-02-05,0,2020-06-25,141,1,23.5,0
578,"CEOL",2020-02-14,0,2020-06-25,132,1,14.8,0
579,"CEOL",2020-02-14,0,2020-06-24,131,1,18.9,0
580,"ENCA",2020-02-27,0,2020-06-25,119,1,30.1,0
581,"SANI",2020-02-14,0,2020-06-24,131,1,7,0
582,"RHOV",2020-02-05,0,2020-06-24,140,1,13.4,0
583,"RHOV",2020-02-05,0,2020-06-25,141,0,16.8,1
584,"SANI",2020-02-14,0,2020-06-24,131,0,9.8,0
586,"HEWH",2020-02-06,0,2020-06-24,139,1,13.5,0
587,"CEOL",2020-02-21,0,2020-06-24,124,0,9.4,0
588,"SAME",2020-02-21,0,2020-06-24,124,0,7.75,1
589,"SAME",2020-03-02,0,2020-06-24,114,1,4.5,0
590,"ENCA",2020-02-05,0,2020-06-24,140,0,40.1,0
591,"CEOL",2020-02-06,0,2020-06-24,139,0,13.9,1
592,"ADFA",2020-02-06,0,2020-06-24,139,0,57.5,0
593,"CEOL",2020-02-05,0,2020-06-24,140,0,10.7,1
594,"CEOL",2020-02-05,0,2020-06-24,140,1,9.9,0
595,"ENCA",2020-02-15,0,2020-06-25,131,1,25.5,0
596,"ADFA",2020-02-01,0,2020-06-25,145,1,41.5,0
597,"HEWH",2020-02-15,0,2020-06-24,130,0,24,0
599,"SAME",2020-02-20,0,2020-06-25,126,1,17.9,0
600,"CEOL",2020-02-15,0,2020-06-25,131,1,12.5,0
601,"HEWH",2020-02-15,0,2020-06-24,130,0,31.1,0
602,"SAAP",2020-02-14,0,2020-06-25,132,1,23.2,0
604,"SAME",2020-02-20,0,2020-06-24,125,0,3.9,0
605,"RHOV",2020-02-01,0,2020-06-25,145,0,15,1
606,"SAAP",2020-02-14,0,2020-06-24,131,0,16.2,0
607,"RHOV",2020-02-15,0,2020-06-24,130,0,13,0
608,"ADFA",2020-02-15,0,2020-06-24,130,0,54,0
609,"CEOL",2020-02-15,0,2020-06-25,131,1,15,0
610,"MALA",2020-02-14,0,2020-06-25,132,0,29.1,1
611,"CEOL",2020-02-15,0,2020-06-24,130,1,17.5,0
612,"RHOV",2020-02-01,0,2020-06-24,144,1,11.9,0
613,"RHOV",2020-02-01,0,2020-06-25,145,1,11.4,0
614,"CEOL",2020-02-15,0,2020-06-24,130,0,19.5,1
615,"HEWH",2020-02-15,0,2020-06-24,130,0,19.5,1
616,"SANI",2020-02-15,0,2020-06-24,130,1,10.9,0
617,"SAAP",2020-02-15,0,2020-06-24,130,0,22,1
618,"RHOV",2020-02-15,0,2020-06-24,130,0,13,1
619,"ENCA",2020-02-07,0,2020-06-24,138,1,22.5,0
620,"HEWH",2020-02-15,0,2020-06-24,130,1,22.1,0
621,"ENCA",2020-02-28,0,2020-06-24,117,0,34.4,0
622,"SANI",2020-02-15,0,2020-06-24,130,0,17.8,0
623,"RHOV",2020-02-06,0,2020-06-24,139,0,12.6,0
624,"HEWH",2020-02-28,0,2020-06-24,117,0,40,0
625,"CEOL",2020-02-15,0,2020-06-24,130,1,12.4,0
626,"ADFA",2020-02-20,0,2020-06-24,125,1,43.2,0
627,"MALA",2020-02-15,0,2020-06-24,130,1,15.1,0
628,"SANI",2020-02-28,0,2020-06-24,117,0,14.8,1
629,"HEWH",2020-02-20,0,2020-06-24,125,0,26.8,0
630,"SAME",2020-03-02,0,2020-06-24,114,1,7.8,0
631,"RHOV",2020-02-06,0,2020-06-24,139,1,12.4,0
632,"ENCA",2020-02-28,0,2020-06-24,117,0,49.8,1
633,"CEOL",2020-02-28,0,2020-06-24,117,0,11.25,0
634,"CEOL",2020-02-28,0,2020-06-24,117,0,15,1
635,"ENCA",2020-02-07,0,2020-06-24,138,1,27.5,0
636,"ENCA",2020-02-07,0,2020-06-24,138,0,27.75,0
637,"ENCA",2020-02-15,0,2020-06-24,130,1,32,0
638,"CEOL",2020-02-15,0,2020-06-24,130,1,12,0
639,"SAAP",2020-02-15,0,2020-06-24,130,1,12,0
640,"CEOL",2020-02-06,0,2020-06-24,139,1,11.8,0
641,"CEOL",2020-02-06,0,2020-06-24,139,1,11.9,0
642,"ENCA",2020-02-05,0,2020-06-24,140,1,15.4,0
643,"RHOV",2020-02-01,0,2020-06-24,144,1,11.2,0
644,"CEOL",2020-02-06,0,2020-06-24,139,0,19,1
645,"HEWH",2020-02-01,0,2020-06-24,144,1,10,0
646,"RHOV",2020-02-01,0,2020-06-24,144,1,10.7,0
647,"MALA",2020-02-28,0,2020-06-24,117,0,46.5,1
648,"RHOV",2020-02-01,0,2020-06-24,144,1,13,0
649,"CEOL",2020-02-28,0,2020-06-24,117,0,15.9,1
650,"RHOV",2020-02-01,0,2020-06-24,144,1,13.9,0
651,"HEWH",2020-02-05,0,2020-06-24,140,0,18.5,1
652,"HEWH",2020-02-05,0,2020-06-24,140,1,22.7,0
653,"CEOL",2020-02-05,0,2020-06-24,140,1,17,0
654,"SAME",2020-03-02,0,2020-06-24,114,0,5.5,1
655,"HEWH",2020-02-15,0,2020-06-24,130,0,18.8,0
656,"SANI",2020-02-15,0,2020-06-24,130,0,17.8,0
657,"RHOV",2020-02-05,0,2020-06-24,140,1,10.4,0
658,"ENCA",2020-02-05,0,2020-06-24,140,1,23.7,0
659,"ADFA",2020-02-04,0,2020-06-24,141,0,53.5,1
660,"CEOL",2020-02-28,0,2020-06-24,117,1,13.2,0
661,"CEOL",2020-02-28,0,2020-06-24,117,0,14.3,0
662,"ADFA",2020-02-07,0,2020-06-24,138,0,52.5,0
663,"MALA",2020-02-15,0,2020-06-24,130,0,34.6,0
664,"ENCA",2020-02-05,0,2020-06-24,140,0,25.8,1
665,"ENCA",2020-02-05,0,2020-06-24,140,0,15.6,0
666,"SANI",2020-02-15,0,2020-06-24,130,0,13.8,0
667,"CEOL",2020-02-03,0,2020-06-24,142,0,11.1,0
668,"RHOV",2020-02-06,0,2020-06-24,139,0,9.9,0
669,"ADFA",2020-02-20,0,2020-06-24,125,0,60.5,0
670,"SAME",2020-02-20,0,2020-06-24,125,0,18.3,0
671,"CEOL",2020-02-20,0,2020-06-24,125,1,25.2,0
672,"MALA",2020-02-21,0,2020-06-24,124,1,20.3,0
673,"ADFA",2020-02-28,0,2020-06-24,117,0,61.4,0
674,"RHOV",2020-02-18,0,2020-06-24,127,0,17.3,0
675,"SANI",2020-02-15,0,2020-06-25,131,1,14.7,0
676,"RHOV",2020-02-06,0,2020-06-24,139,1,14.6,0
677,"SANI",2020-02-15,0,2020-06-24,130,1,15.6,0
678,"ADFA",2020-02-07,0,2020-06-24,138,0,55.75,0
679,"HEWH",2020-02-21,0,2020-06-24,124,1,24.8,0
680,"CEOL",2020-02-03,0,2020-06-24,142,1,8.1,0
681,"SANI",2020-02-15,0,2020-06-24,130,0,10.6,0
682,"HEWH",2020-02-15,0,2020-06-24,130,0,19.2,1
683,"HEWH",2020-02-21,0,2020-06-24,124,0,17.4,0
684,"HEWH",2020-02-21,0,2020-06-24,124,1,20.7,0
685,"HEWH",2020-02-21,0,2020-06-24,124,0,13,1
686,"ENCA",2020-02-06,0,2020-06-24,139,0,28,0
687,"CEOL",2020-02-21,0,2020-06-24,124,1,12.1,0
688,"ENCA",2020-02-21,0,2020-06-25,125,0,9.1,1
689,"ENCA",2020-02-28,0,2020-06-24,117,0,29.2,1
690,"HEWH",2020-02-21,0,2020-06-24,124,0,20.5,1
691,"SANI",2020-02-21,0,2020-06-24,124,1,9.4,0
692,"CEOL",2020-02-07,0,2020-06-24,138,1,5.8,0
693,"RHOV",2020-02-01,0,2020-06-24,144,0,14.2,1
694,"HEAR",2020-02-28,0,2020-06-24,117,1,15.6,0
695,"CEOL",2020-02-07,0,2020-06-24,138,1,10.4,0
696,"CEOL",2020-02-07,0,2020-06-24,138,1,7.4,0
697,"HEWH",2020-02-28,0,2020-06-24,117,0,14.1,1
698,"CEOL",2020-02-20,0,2020-06-24,125,1,9.2,0
699,"RHOV",2020-02-06,0,2020-06-24,139,0,16.1,1
700,"RHOV",2020-02-06,0,2020-06-24,139,1,12.3,0
701,"CEOL",2020-02-15,0,2020-06-24,130,0,13,1
702,"SANI",2020-02-14,0,2020-06-24,131,0,8.5,0
703,"ENCA",2020-02-15,0,2020-06-24,130,0,11,1
704,"RHOV",2020-02-01,0,2020-06-24,144,0,9.1,1
705,"HEWH",2020-04-15,0,2020-06-24,70,0,22,1
706,"RHOV",2020-02-01,0,2020-06-24,144,1,13,0
707,"SAAP",2020-02-21,0,2020-06-24,124,1,11,0
708,"SAAP",2020-02-21,0,2020-06-24,124,1,12,0
709,"ENCA",2020-02-05,0,2020-06-24,140,1,31.8,0
710,"CEOL",2020-02-06,0,2020-06-24,139,1,14.3,0
711,"MALA",2020-02-14,0,2020-06-24,131,1,34.9,0
712,"HEWH",2020-02-21,0,2020-06-24,124,0,28,1
713,"ENCA",2020-02-06,0,2020-06-24,139,0,24,1
714,"RHOV",2020-02-21,0,2020-06-24,124,0,14.8,1
715,"ENCA",2020-02-06,0,2020-06-24,139,1,35.5,0
716,"SAME",2020-03-02,0,2020-06-24,114,1,3.6,0
717,"CEOL",2020-02-21,0,2020-06-24,124,0,14.25,0
718,"SAAP",2020-02-21,0,2020-06-24,124,0,11.25,0
719,"RHOV",2020-02-06,0,2020-06-24,139,0,12.5,0
720,"CEOL",2020-02-21,0,2020-06-24,124,1,9.8,0
721,"RHOV",2020-02-21,0,2020-06-24,124,0,12.75,1
722,"CEOL",2020-02-06,0,2020-06-24,139,1,11.3,0
723,"RHOV",2020-02-05,0,2020-06-24,140,1,16.6,0
724,"ENCA",2020-02-05,0,2020-06-24,140,0,18.4,1
725,"CEOL",2020-02-06,0,2020-06-24,139,0,10.5,1
726,"CEOL",2020-02-06,0,2020-06-24,139,0,15.6,1
727,"RHOV",2020-02-01,0,2020-06-24,144,1,12.1,0
728,"CEOL",2020-02-06,0,2020-06-24,139,0,21.3,1
729,"HEWH",2020-02-05,0,2020-06-24,140,0,18.3,0
730,"ENCA",2020-02-05,0,2020-06-24,140,0,21.6,1
731,"HEWH",2020-02-05,0,2020-06-24,140,0,23.7,0
732,"CEOL",2020-02-06,0,2020-06-24,139,1,15.7,0
733,"RHOV",2020-02-05,0,2020-06-24,140,0,11.4,1
734,"RHOV",2020-02-05,0,2020-06-24,140,1,15.3,0
735,"SANI",2020-02-21,0,2020-06-24,124,1,4.75,0
736,"ENCA",2020-02-06,0,2020-06-24,139,0,38.8,0
737,"RHOV",2020-02-21,0,2020-06-24,124,1,11.75,0
738,"CEOL",2020-02-21,0,2020-06-24,124,0,25,0
739,"RHOV",2020-02-21,0,2020-06-24,124,0,17.4,0
740,"RHOV",2020-02-06,0,2020-06-24,139,0,18.6,0
741,"ENCA",2020-02-21,0,2020-06-24,124,1,30,0
742,"HEWH",2020-02-21,0,2020-06-24,124,1,21.25,0
743,"RHOV",2020-02-06,0,2020-06-24,139,0,16.2,0
744,"CEOL",2020-02-21,0,2020-06-24,124,0,11.75,0
745,"CEOL",2020-02-21,0,2020-06-24,124,1,7.75,0
746,"MALA",2020-02-14,0,2020-06-24,131,0,45.1,1
747,"CEOL",2020-02-21,0,2020-06-24,124,1,6.1,0
748,"SAAP",2020-02-21,0,2020-06-24,124,1,16,0
749,"RHOV",2020-02-21,0,2020-06-24,124,1,15.25,0
750,"SANI",2020-02-14,0,2020-06-24,131,1,13.5,0
751,"ENCA",2020-02-06,0,2020-06-24,139,0,47.4,1
752,"RHOV",2020-02-06,0,2020-06-24,139,1,10.9,0
753,"CEOL",2020-02-06,0,2020-06-24,139,0,10.5,0
754,"ENCA",2020-02-05,0,2020-06-24,140,1,9.8,0
757,"CEOL",2020-02-06,0,2020-06-24,139,1,10.6,0
758,"HEWH",2020-02-05,0,2020-06-26,142,0,22.7,1
759,"SAAP",2020-02-28,0,2020-06-24,117,1,10.5,0
760,"ENCA",2020-02-06,0,2020-06-24,139,0,40.8,0
761,"HEWH",2020-02-28,0,2020-06-24,117,1,16.5,0
762,"HEWH",2020-02-21,0,2020-06-24,124,0,26.75,1
763,"SANI",2020-02-14,0,2020-06-24,131,0,12.9,0
764,"MALA",2020-02-20,0,2020-06-24,125,1,32.4,0
765,"ADFA",2020-02-04,0,2020-06-24,141,0,57,0
766,"CEOL",2020-02-20,0,2020-06-24,125,1,21,0
767,"HEWH",2020-02-28,0,2020-06-24,117,1,22.5,0
768,"ADFA",2020-02-28,0,2020-06-24,117,0,33.25,0
769,"CEOL",2020-02-28,0,2020-06-24,117,1,6.25,0
770,"CEOL",2020-02-28,0,2020-06-24,117,1,12.5,0
771,"RHOV",2020-02-06,0,2020-06-24,139,0,19.9,0
772,"SAAP",2020-02-21,0,2020-06-24,124,0,5.25,0
773,"RHOV",2020-02-06,0,2020-06-24,139,0,18.2,0
774,"CEOL",2020-02-21,0,2020-06-24,124,1,7.4,0
775,"HEWH",2020-02-28,0,2020-06-24,117,1,22,0
776,"CEOL",2020-02-07,0,2020-06-24,138,1,8.2,0
777,"CEOL",2020-02-07,0,2020-06-24,138,0,8.7,1
778,"CEOL",2020-02-07,0,2020-06-24,138,1,8.2,0
779,"ADFA",2020-02-07,0,2020-06-24,138,0,45,0
780,"ADFA",2020-02-07,0,2020-06-24,138,0,57,1
781,"HEWH",2020-02-20,0,2020-06-24,125,1,18.6,0
782,"CEOL",2020-02-06,0,2020-06-24,139,1,9.6,0
783,"MALA",2020-02-14,0,2020-06-24,131,1,32.1,0
784,"ENCA",2020-02-06,0,2020-06-24,139,0,44.6,0
785,"SAAP",2020-02-28,0,2020-06-24,117,1,11.8,0
786,"ADFA",2020-02-04,0,2020-06-24,141,0,64.9,0
787,"RHOV",2020-02-06,0,2020-06-24,139,0,10.9,1
788,"HEWH",2020-02-28,0,2020-06-24,117,1,18,0
789,"CEOL",2020-02-06,0,2020-06-24,139,1,11.3,0
790,"SAAP",2020-02-28,0,2020-06-24,117,1,14.25,0
791,"CEOL",2020-02-21,0,2020-06-24,124,1,21,0
792,"CEOL",2020-02-21,0,2020-06-24,124,0,9,1
793,"HEWH",2020-02-28,0,2020-06-24,117,0,22.75,0
794,"ADFA",2020-02-04,0,2020-06-24,141,0,57.4,0
795,"ENCA",2020-02-21,0,2020-06-24,124,0,26.25,0
796,"ENCA",2020-02-21,0,2020-06-24,124,1,11,0
797,"CEOL",2020-02-28,0,2020-06-24,117,0,4.4,0
798,"SAME",2020-03-03,0,2020-06-24,113,0,6.8,0
799,"MALA",2020-02-20,0,2020-06-24,125,1,33.1,0
800,"ENCA",2020-02-28,0,2020-06-24,117,0,32.5,0
801,"HEWH",2020-01-30,0,2020-06-25,147,0,30.5,0
802,"HEWH",2020-01-17,0,2020-06-24,159,1,14.224,0
803,"ENCA",2020-02-20,0,2020-06-24,125,1,8.25,0
804,"MALA",2020-02-14,0,2020-06-25,132,0,35.8,0
805,"ADFA",2020-02-28,0,2020-06-24,117,0,44,0
806,"SAAP",2020-02-28,0,2020-06-24,117,1,6.25,0
807,"RHOV",2020-02-28,0,2020-06-24,117,1,16.25,0
808,"HEWH",2020-02-28,0,2020-06-24,117,1,16,0
809,"CEOL",2020-02-28,0,2020-06-24,117,1,13.5,0
810,"ENCA",2020-03-19,0,2020-06-24,97,0,49.4,0
811,"SAME",2020-03-03,0,2020-06-24,113,0,5.9,0
812,"HEWH",2020-02-28,0,2020-06-05,98,0,29.5,0
813,"SAAP",2020-02-28,0,2020-06-24,117,1,11,0
814,"ADFA",2020-02-04,0,2020-06-24,141,0,62.9,0
815,"MALA",2020-02-15,0,2020-06-24,130,1,22.8,0
816,"CEOL",2020-02-20,0,2020-06-24,125,0,9.5,1
817,"HEWH",2020-02-20,0,2020-06-24,125,1,16.7,0
818,"HEWH",2020-02-21,0,2020-06-24,124,0,22,1
819,"ADFA",2020-02-18,0,2020-06-05,108,0,45,0
820,"SANI",2020-02-18,0,2020-06-05,108,0,12.4,0
821,"HEWH",2020-02-28,0,2020-06-05,98,0,15.2,0
822,"RHOV",2020-02-06,0,2020-06-05,120,0,9.1,0
823,"MALA",2020-02-28,0,2020-06-05,98,1,28,0
824,"ENCA",2020-02-06,0,2020-06-05,120,0,34.4,0
825,"ENCA",2020-02-28,0,2020-06-24,117,1,21.5,0
826,"ADFA",2020-02-28,0,2020-06-24,117,0,50.5,0
827,"ENCA",2020-02-28,0,2020-06-24,117,0,35.5,0
828,"SANI",2020-03-03,0,2020-06-24,113,1,10.1,0
829,"HEWH",2020-02-28,0,2020-06-24,117,0,33.25,0
831,"SAAP",2020-02-28,0,2020-06-24,117,1,11.75,0
832,"ENCA",2020-03-19,0,2020-06-05,78,0,33.8,0
833,"MALA",2020-02-28,0,2020-06-05,98,1,33.25,0
834,"HEWH",2020-02-28,0,2020-06-05,98,0,33.5,0
835,"CEOL",2020-03-03,0,2020-06-05,94,1,9.5,0
836,"HEWH",2020-02-28,0,2020-06-05,98,0,12.25,0
837,"HEWH",2020-02-28,0,2020-06-05,98,0,16.25,0
838,"SAAP",2020-02-28,0,2020-06-05,98,1,9.4,0
839,"CEOL",2020-02-28,0,2020-06-05,98,1,10.6,0
