"plot_number","Plant","start_date","start_time","end_date","end_time","dead","height","gopher"
840,"RHOV",2020-02-28,0,2020-06-05,98,1,11.8,0
841,"MALA",2020-02-28,0,2020-06-05,98,1,34.1,0
842,"ENCA",2020-02-28,0,2020-06-05,98,0,35.5,0
843,"RHOV",2020-02-28,0,2020-06-05,98,0,11.3,0
844,"RHOV",2020-02-28,0,2020-06-05,98,0,14.7,1
845,"HEWH",2020-02-28,0,2020-06-05,98,1,28.5,0
846,"MALA",2020-02-21,0,2020-06-05,105,0,41.4,0
847,"CEOL",2020-02-21,0,2020-06-05,105,1,6.2,0
848,"CEOL",2020-02-28,0,2020-06-05,98,1,6.6,0
849,"HEWH",2020-02-28,0,2020-06-05,98,0,15.8,0
850,"SANI",2020-02-28,0,2020-06-05,98,0,13.1,0
851,"HEWH",2020-02-28,0,2020-06-05,98,0,23.75,0
852,"RHOV",2020-02-07,0,2020-06-05,119,0,7.7,0
853,"SAAP",2020-03-03,0,2020-06-05,94,0,10.5,0
854,"SAME",2020-03-03,0,2020-06-05,94,1,5.75,0
855,"CEOL",2020-03-03,0,2020-06-05,94,1,7.4,0
856,"ENCA",2020-03-03,0,2020-06-05,94,1,34.7,0
857,"ENCA",2020-02-07,0,2020-06-05,119,0,29.6,0
858,"SAME",2020-03-03,0,2020-06-05,94,0,5.4,0
859,"HEAR",2020-02-28,0,2020-06-05,98,1,16.2,0
860,"ENCA",2020-02-28,0,2020-06-05,98,0,32.5,0
861,"RHOV",2020-02-06,0,2020-06-05,120,0,13.9,0
862,"SAME",2020-02-20,0,2020-06-05,106,0,20.6,0
863,"ENCA",2020-02-28,0,2020-06-05,98,0,42.7,0
864,"HEWH",2020-02-28,0,2020-06-05,98,0,25.6,0
865,"HEWH",2020-03-03,0,2020-06-05,94,0,19.4,0
866,"SANI",2020-01-03,0,2020-06-05,154,1,7.4,0
867,"SAAP",2020-03-03,0,2020-06-05,94,0,7.9,1
868,"CEOL",2020-03-02,0,2020-06-05,95,1,12.6,0
869,"SAME",2020-02-20,0,2020-06-05,106,0,16.2,0
870,"HEWH",2020-02-28,0,2020-06-05,98,0,13.5,0
872,"SAAP",2020-02-20,0,2020-06-05,106,0,22.4,0
873,"ENCA",2020-02-15,0,2020-06-05,111,0,40.8,0
874,"ADFA",2020-02-21,0,2020-06-05,105,0,55.8,0
875,"SAME",2020-02-20,0,2020-06-05,106,0,17.8,0
876,"SAAP",2020-03-03,0,2020-06-05,94,0,13.2,0
877,"RHOV",2020-02-06,0,2020-06-05,120,0,8.7,1
878,"CEOL",2020-02-20,0,2020-06-05,106,1,11.8,0
879,"HEWH",2020-02-20,0,2020-06-05,106,0,36.7,0
880,"RHOV",2020-02-06,0,2020-06-05,120,0,7,1
881,"HEWH",2020-02-15,0,2020-06-05,111,0,30.4,0
882,"ENCA",2020-02-15,0,2020-06-05,111,0,30.6,0
883,"SAAP",2020-02-15,0,2020-06-05,111,0,26.1,0
884,"CEOL",2020-02-06,0,2020-06-05,120,0,5,0
885,"MALA",2020-02-15,0,2020-06-05,111,0,42.8,0
886,"HEWH",2020-02-21,0,2020-06-05,105,0,15.9,0
887,"CEOL",2020-02-06,0,2020-06-05,120,1,7.7,0
888,"CEOL",2020-02-06,0,2020-06-05,120,0,7.6,1
889,"ENCA",2020-02-28,0,2020-06-05,98,0,13.5,1
890,"SANI",2020-02-15,0,2020-06-05,111,0,14.5,0
891,"MALA",2020-02-15,0,2020-06-05,111,0,32.3,1
892,"HEWH",2020-02-20,0,2020-06-05,106,0,34.2,0
893,"CEOL",2020-02-21,0,2020-06-05,105,0,12.5,1
894,"ENCA",2020-02-20,0,2020-06-05,106,0,33.3,1
895,"ENCA",2020-02-20,0,2020-06-05,106,0,30.1,1
896,"SANI",2020-02-15,0,2020-06-05,111,1,10.5,0
897,"SANI",2020-02-20,0,2020-06-05,106,0,8.5,1
898,"HEWH",2020-02-28,0,2020-06-05,98,0,24.1,0
899,"CEOL",2020-02-20,0,2020-06-05,106,0,10.3,0
901,"CEOL",2020-02-06,0,2020-06-05,120,1,5.4,0
902,"ENCA",2020-02-20,0,2020-06-05,106,1,33.9,0
903,"ENCA",2020-02-28,0,2020-06-05,98,1,35.9,0
904,"RHOV",2020-02-06,0,2020-06-05,120,1,9.3,0
905,"ADFA",2020-03-03,0,2020-06-05,94,1,53.75,0
906,"SAME",2020-02-27,0,2020-06-25,119,0,4.4,0
907,"SANI",2020-02-14,0,2020-06-25,132,0,9.4,0
908,"ENCA",2020-02-01,0,2020-06-25,145,1,15,0
909,"HEWH",2020-02-28,0,2020-06-05,98,1,18.3,0
910,"ENCA",2020-02-28,0,2020-06-05,98,1,39.5,0
911,"SANI",2020-02-28,0,2020-06-24,117,0,8.1,0
912,"ENCA",2020-02-07,0,2020-06-05,119,0,47.1,0
913,"ENCA",2020-02-06,0,2020-06-05,120,1,28.3,0
914,"SAME",2020-03-03,0,2020-06-05,94,1,4.8,0
915,"SANI",2020-02-28,0,2020-06-05,98,1,11.1,0
916,"CEOL",2020-02-06,0,2020-06-05,120,1,9.1,0
917,"HEWH",2020-02-28,0,2020-06-05,98,1,16.5,0
918,"HEWH",2020-02-20,0,2020-06-05,106,1,25.5,0
919,"ADFA",2020-03-02,0,2020-06-05,95,1,43.8,0
920,"SANI",2020-03-03,0,2020-06-05,94,1,7.8,0
921,"ENCA",2020-02-28,0,2020-06-05,98,0,26.5,0
922,"SAAP",2020-02-28,0,2020-06-05,98,1,10.2,0
923,"ENCA",2020-03-19,0,2020-06-05,78,1,45.25,0
924,"RHOV",2020-02-07,0,2020-06-05,119,0,12.3,0
925,"CEOL",2020-03-03,0,2020-06-05,94,1,16.25,0
926,"CEOL",2020-02-28,0,2020-06-05,98,1,7.8,0
927,"RHOV",2020-02-07,0,2020-06-05,119,0,13.7,0
928,"MALA",2020-03-03,0,2020-06-05,94,0,25.9,0
929,"SANI",2020-03-03,0,2020-06-05,94,1,7.9,0
930,"RHOV",2020-02-07,0,2020-06-05,119,1,7.2,0
931,"HEWH",2020-03-03,0,2020-06-05,94,1,20.9,0
932,"CEOL",2020-02-06,0,2020-06-05,120,1,10.6,0
933,"CEOL",2020-03-03,0,2020-06-05,94,1,11.5,0
934,"HEWH",2020-03-03,0,2020-06-05,94,1,19.9,0
935,"RHOV",2020-02-06,0,2020-06-05,120,0,14.8,0
936,"ADFA",2020-02-21,0,2020-06-05,105,0,62.4,0
937,"SANI",2020-02-28,0,2020-06-05,98,1,11.8,0
938,"ENCA",2020-02-28,0,2020-06-05,98,0,19.5,0
939,"CEOL",2020-02-28,0,2020-06-05,98,1,10.4,0
940,"SANI",2020-02-15,0,2020-06-05,111,0,12.6,0
941,"SAAP",2020-02-20,0,2020-06-05,106,0,14.4,0
942,"SAAP",2020-02-15,0,2020-06-05,111,1,18.1,0
943,"HEWH",2020-02-15,0,2020-06-05,111,0,31,0
944,"SANI",2020-02-15,0,2020-06-05,111,0,11.1,0
945,"ADFA",2020-02-15,0,2020-06-05,111,1,63,0
946,"RHOV",2020-02-06,0,2020-06-05,120,0,11.8,1
947,"MALA",2020-02-15,0,2020-06-05,111,0,29.1,1
948,"HEWH",2020-02-20,0,2020-06-05,106,0,29.3,1
949,"SANI",2020-02-15,0,2020-06-05,111,0,10.8,1
950,"SANI",2020-02-20,0,2020-06-05,106,0,14.6,0
951,"SANI",2020-02-21,0,2020-06-05,105,0,10,0
952,"SAME",2020-02-20,0,2020-06-05,106,0,16.4,1
953,"ENCA",2020-02-15,0,2020-06-05,111,0,43.1,1
954,"RHOV",2020-02-06,0,2020-06-05,120,0,12.7,0
955,"RHOV",2020-02-07,0,2020-06-05,119,0,13.1,0
956,"SAAP",2020-02-15,0,2020-06-05,111,0,19.6,0
957,"CEOL",2020-02-21,0,2020-06-05,105,0,13.6,1
959,"ENCA",2020-02-21,0,2020-06-05,105,1,30.1,0
960,"ENCA",2020-02-21,0,2020-06-05,105,1,33.4,0
961,"RHOV",2020-02-21,0,2020-06-05,105,0,15.6,0
962,"HEWH",2020-02-21,0,2020-06-05,105,0,18.1,0
963,"CEOL",2020-02-21,0,2020-06-05,105,1,16.6,0
964,"MALA",2020-02-21,0,2020-06-05,105,1,45.1,0
965,"HEWH",2020-02-20,0,2020-06-05,106,0,22.8,0
966,"HEAR",2020-03-03,0,2020-06-05,94,1,10.4,0
967,"ADFA",2020-02-21,0,2020-06-05,105,1,56.3,0
968,"SAAP",2020-02-15,0,2020-06-05,111,0,14,0
969,"HEWH",2020-02-21,0,2020-06-05,105,1,23,0
970,"ENCA",2020-02-21,0,2020-06-05,105,1,37.6,0
971,"CEOL",2020-02-21,0,2020-06-05,105,0,6,0
972,"ADFA",2020-02-21,0,2020-06-05,105,0,57.8,0
973,"MALA",2020-02-21,0,2020-06-05,105,0,42.1,0
974,"SANI",2020-02-20,0,2020-06-05,106,0,14.4,0
975,"CEOL",2020-02-21,0,2020-06-05,105,0,15.6,0
976,"RHOV",2020-02-07,0,2020-06-05,119,1,12.4,0
977,"SAAP",2020-02-20,0,2020-06-05,106,0,16.8,0
978,"RHOV",2020-02-06,0,2020-06-05,120,0,8.4,0
979,"ENCA",2020-03-19,0,2020-06-05,78,0,51.8,0
980,"ENCA",2020-03-19,0,2020-06-05,78,0,33.4,0
981,"HEWH",2020-02-21,0,2020-06-05,105,1,21.6,0
982,"ADFA",2020-02-21,0,2020-06-05,105,1,29.9,0
983,"HEWH",2020-02-15,0,2020-06-05,111,1,21.2,0
984,"HEWH",2020-02-20,0,2020-06-05,106,0,35.8,0
985,"MALA",2020-02-21,0,2020-06-05,105,0,38.5,0
986,"SANI",2020-02-15,0,2020-06-05,111,0,14.4,1
987,"CEOL",2020-02-20,0,2020-06-05,106,0,18.6,0
988,"MALA",2020-02-15,0,2020-06-05,111,0,24.5,0
989,"SANI",2020-02-15,0,2020-06-05,111,1,11.1,0
990,"CEOL",2020-02-20,0,2020-06-05,106,1,14.1,0
991,"CEOL",2020-02-20,0,2020-06-05,106,0,5.7,1
992,"CEOL",2020-02-20,0,2020-06-05,106,0,13.8,0
993,"ADFA",2020-02-21,0,2020-06-05,105,0,47.8,1
994,"ADFA",2020-02-21,0,2020-06-05,105,0,56.7,0
995,"HEWH",2020-02-21,0,2020-06-05,105,1,22.8,0
996,"ENCA",2020-02-21,0,2020-06-05,105,1,38.6,0
997,"ENCA",2020-02-20,0,2020-06-05,106,0,38.8,0
998,"ADFA",2020-02-21,0,2020-06-05,105,0,47.5,0
999,"ENCA",2020-02-21,0,2020-06-05,105,1,39.4,0
1000,"RHOV",2020-02-07,0,2020-06-05,119,0,9.6,0
1001,"CEOL",2020-02-20,0,2020-06-24,125,0,28.4,0
1002,"SAME",2020-02-20,0,2020-06-25,126,0,5.25,0
1003,"MALA",2020-02-03,0,2020-06-25,143,1,22.5,0
1004,"HEWH",2020-02-05,0,2020-06-25,141,1,21.1,0
1005,"CEOL",2020-02-07,0,2020-06-25,139,1,4.75,0
1007,"ADFA",2020-02-03,0,2020-06-25,143,0,58.6,0
1008,"RHOV",2020-02-03,0,2020-06-25,143,1,10.24,0
1009,"HEWH",2020-02-05,0,2020-06-25,141,0,20.2,0
1010,"ADFA",2020-02-03,0,2020-06-25,143,1,41.8,0
1011,"RHOV",2020-02-04,0,2020-06-25,142,0,8.86,0
1012,"MALA",2020-02-03,0,2020-06-25,143,1,25.5,0
1013,"SANI",2020-02-18,0,2020-06-25,128,0,8.5,1
1014,"ENCA",2020-02-05,0,2020-06-26,142,0,30.3,0
1015,"ENCA",2020-02-06,0,2020-06-26,141,1,32,0
1016,"MALA",2020-02-14,0,2020-06-25,132,1,29.75,0
1017,"HEWH",2020-02-20,0,2020-06-25,126,0,22,0
1018,"HEWH",2020-02-20,0,2020-06-25,126,1,24.75,0
1019,"CEOL",2020-02-06,0,2020-06-25,140,0,18.25,0
1020,"SAME",2020-02-25,0,2020-06-25,121,0,6.8,0
1021,"RHOV",2020-02-03,0,2020-06-26,144,0,10.41,0
1022,"CEOL",2020-02-06,0,2020-06-26,141,0,19,0
1023,"CEOL",2020-02-06,0,2020-06-26,141,0,13,0
1024,"CEOL",2020-02-06,0,2020-06-26,141,0,13.5,0
1025,"HEWH",2020-02-18,0,2020-06-26,129,0,25.25,0
1026,"HEWH",2020-02-18,0,2020-06-26,129,0,15,0
1027,"CEOL",2020-02-06,0,2020-06-26,141,0,19.25,0
1028,"HEWH",2020-02-05,0,2020-06-26,142,0,18,0
1030,"HEWH",2020-02-05,0,2020-06-26,142,0,33.3,0
1031,"RHOV",2020-02-03,0,2020-06-26,144,0,13.48,0
1032,"ADFA",2020-02-27,0,2020-06-26,120,0,51.5,0
1033,"CEOL",2020-02-25,0,2020-06-25,121,0,7.75,0
1034,"ADFA",2020-02-03,0,2020-06-25,143,0,59.3,0
1035,"CEOL",2020-02-06,0,2020-06-25,140,1,11.4,0
1036,"RHOV",2020-02-27,0,2020-06-25,119,1,10.5,0
1037,"HEWH",2020-02-20,0,2020-06-25,126,0,30.8,0
1038,"CEOL",2020-02-06,0,2020-06-25,140,1,11.1,0
1039,"SAAP",2020-02-18,0,2020-06-25,128,1,9.5,0
1040,"HEWH",2020-02-20,0,2020-06-25,126,0,13.8,0
1041,"HEWH",2020-02-18,0,2020-06-25,128,0,31.5,0
1042,"CEOL",2020-02-20,0,2020-06-25,126,1,5.8,0
1043,"RHOV",2020-02-03,0,2020-06-25,143,0,8.76,0
1044,"MALA",2020-02-18,0,2020-06-25,128,0,33.75,0
1045,"ENCA",2020-02-06,0,2020-06-25,140,0,19.8,0
1046,"ENCA",2020-02-06,0,2020-06-25,140,0,37.1,0
1047,"HEWH",2020-02-18,0,2020-06-25,128,0,16.25,0
1048,"ADFA",2020-02-03,0,2020-06-25,143,1,46.8,0
1049,"CEOL",2020-02-07,0,2020-06-26,140,0,4,0
1050,"SAAP",2020-02-18,0,2020-06-25,128,0,14.5,0
1051,"HEWH",2020-02-25,0,2020-06-26,122,0,20.25,0
1052,"RHOV",2020-02-04,0,2020-06-26,143,0,9.22,0
1053,"MALA",2020-02-18,0,2020-06-25,128,0,41.75,0
1054,"HEWH",2020-02-18,0,2020-06-25,128,0,21.5,0
1055,"ENCA",2020-02-25,0,2020-06-25,121,0,25.5,0
1056,"HEWH",2020-02-25,0,2020-06-25,121,0,23.5,0
1057,"SAME",2020-02-25,0,2020-06-25,121,0,6.4,0
1058,"ENCA",2020-02-06,0,2020-06-26,141,0,39.1,0
1059,"MALA",2020-02-18,0,2020-06-25,128,0,24.75,0
1060,"ADFA",2020-02-07,0,2020-06-25,139,0,23,0
1061,"CEOL",2020-02-25,0,2020-06-25,121,0,8.75,0
1062,"CEOL",2020-02-25,0,2020-06-25,121,0,13,0
1063,"HEWH",2020-02-25,0,2020-06-25,121,0,21,0
1064,"ADFA",2020-02-07,0,2020-06-25,139,0,56,0
1065,"MALA",2020-02-21,0,2020-06-26,126,0,39.5,0
1066,"SANI",2020-02-18,0,2020-06-26,129,1,9.5,0
1067,"HEWH",2020-02-25,0,2020-06-26,122,0,19,0
1068,"HEWH",2020-02-25,0,2020-06-26,122,0,32,0
1069,"ENCA",2020-02-06,0,2020-06-26,141,0,40.8,0
1070,"SANI",2020-02-18,0,2020-06-26,129,0,14.75,0
1071,"RHOV",2020-02-04,0,2020-06-25,142,1,6.99,0
1072,"RHOV",2020-02-04,0,2020-06-25,142,1,8.83,0
1073,"HEWH",2020-02-21,0,2020-06-25,125,0,20.6,0
1074,"ENCA",2020-02-25,0,2020-06-25,121,0,34.1,0
1075,"SAAP",2020-02-21,0,2020-06-25,125,1,9.9,0
1076,"MALA",2020-02-21,0,2020-06-25,125,0,39.8,0
1078,"HEWH",2020-02-25,0,2020-06-25,121,1,13.5,0
1079,"SAAP",2020-02-27,0,2020-06-25,119,0,13,0
1080,"ENCA",2020-02-25,0,2020-06-25,121,0,37.5,0
1081,"CEOL",2020-02-25,0,2020-06-25,121,0,13.75,0
1082,"ENCA",2020-02-25,0,2020-06-26,122,0,24,0
1083,"HEWH",2020-02-25,0,2020-06-26,122,0,27.25,0
1084,"ENCA",2020-02-25,0,2020-06-26,122,0,25.5,0
1085,"RHOV",2020-02-21,0,2020-06-26,126,0,20.9,0
1086,"RHOV",2020-02-21,0,2020-06-26,126,0,16.7,0
1087,"MALA",2020-02-21,0,2020-06-26,126,1,21,0
1088,"RHOV",2020-02-25,0,2020-06-26,122,1,9,0
1089,"SANI",2020-02-18,0,2020-06-25,128,0,9.75,0
1090,"HEWH",2020-02-25,0,2020-06-25,121,0,14,0
1091,"HEWH",2020-02-25,0,2020-06-25,121,1,16,0
1092,"CEOL",2020-02-25,0,2020-06-25,121,1,10.75,0
1093,"ENCA",2020-02-25,0,2020-06-25,121,0,44.25,0
1094,"CEOL",2020-02-25,0,2020-06-25,121,0,28.25,0
1095,"ENCA",2020-02-27,0,2020-06-25,119,0,42.5,0
1096,"HEWH",2020-02-25,0,2020-06-25,121,0,16.25,0
1097,"CEOL",2020-02-25,0,2020-06-26,122,0,11.5,0
1098,"HEWH",2020-02-25,0,2020-06-26,122,0,18.25,0
1099,"CEOL",2020-02-25,0,2020-06-26,122,0,7.75,0
1100,"SANI",2020-02-25,0,2020-06-26,122,0,11.5,0
1101,"RHOV",2020-02-03,0,2020-06-25,143,0,12.1,0
1102,"RHOV",2020-02-03,0,2020-06-25,143,0,9.36,0
1103,"SAAP",2020-02-13,0,2020-06-25,133,0,24.5,0
1104,"RHOV",2020-02-03,0,2020-06-25,143,0,11.01,0
1105,"HEWH",2020-02-05,0,2020-06-25,141,0,19.1,0
1106,"RHOV",2020-02-03,0,2020-06-25,143,1,9.07,0
1107,"SANI",2020-02-18,0,2020-06-25,128,1,8.25,0
1108,"ADFA",2020-02-03,0,2020-06-25,143,1,47.5,0
1109,"ADFA",2020-02-03,0,2020-06-25,143,1,33.3,0
1110,"HEWH",2020-02-05,0,2020-06-25,141,1,20.2,0
1111,"CEOL",2020-02-05,0,2020-06-25,141,1,32.7,0
1112,"CEOL",2020-02-05,0,2020-06-25,141,1,26.5,0
1113,"SAME",2020-02-27,0,2020-06-25,119,0,7.5,0
1114,"ENCA",2020-02-05,0,2020-06-25,141,0,33.4,0
1115,"RHOV",2020-02-05,0,2020-06-25,141,0,12.45,0
1116,"HEWH",2020-02-27,0,2020-06-25,119,0,21,0
1117,"ENCA",2020-02-05,0,2020-06-25,141,1,28.9,0
1118,"RHOV",2020-02-05,0,2020-06-25,141,0,14.51,0
1119,"CEOL",2020-02-05,0,2020-06-25,141,1,27.1,0
1120,"ADFA",2020-02-07,0,2020-06-25,139,0,49,0
1121,"CEOL",2020-02-05,0,2020-06-25,141,0,26.8,0
1122,"ENCA",2020-02-05,0,2020-06-25,141,0,28.9,0
1124,"RHOV",2020-02-05,0,2020-06-25,141,0,10.45,0
1125,"SAAP",2020-02-27,0,2020-06-25,119,1,11.75,0
1126,"CEOL",2020-02-05,0,2020-06-25,141,0,24.6,1
1127,"ADFA",2020-02-18,0,2020-06-25,128,0,62.5,0
1128,"HEWH",2020-02-05,0,2020-06-25,141,0,30,0
1129,"ENCA",2020-02-05,0,2020-06-25,141,1,19.3,0
1130,"SAME",2020-02-27,0,2020-06-25,119,1,16,0
1131,"CEOL",2020-02-05,0,2020-06-26,142,1,17.2,0
1132,"CEOL",2020-02-05,0,2020-06-26,142,1,18.3,0
1133,"ENCA",2020-02-05,0,2020-06-26,142,1,39.1,0
1134,"SAME",2020-02-27,0,2020-06-26,120,1,10,0
1135,"ENCA",2020-02-05,0,2020-06-25,141,0,33.6,1
1136,"ENCA",2020-02-05,0,2020-06-25,141,0,35.2,0
1137,"MALA",2020-02-03,0,2020-06-26,144,1,42,0
1138,"RHOV",2020-03-27,0,2020-06-26,91,1,14.2,0
1139,"SAME",2020-02-27,0,2020-06-26,120,0,6.75,0
1140,"SAME",2020-02-27,0,2020-06-26,120,0,12.25,0
1141,"HEWH",2020-02-27,0,2020-06-26,120,0,10.5,0
1142,"CEOL",2020-02-27,0,2020-06-26,120,0,9,0
1143,"MALA",2020-02-27,0,2020-06-26,120,1,39.5,0
1144,"HEWH",2020-02-27,0,2020-06-26,120,0,22,0
1145,"SANI",2020-02-27,0,2020-06-26,120,1,8.5,0
1146,"HEWH",2020-02-27,0,2020-06-26,120,1,17.6,0
1147,"HEWH",2020-02-27,0,2020-06-26,120,0,26.75,0
1148,"CEOL",2020-02-27,0,2020-06-26,120,1,9.5,0
1149,"SANI",2020-02-27,0,2020-06-26,120,0,10.75,0
1150,"HEWH",2020-02-18,0,2020-06-26,129,1,13.6,0
1151,"CEOL",2020-02-27,0,2020-06-26,120,1,11.75,0
1152,"HEAR",2020-02-27,0,2020-06-26,120,1,19.4,0
1153,"MALA",2020-02-27,0,2020-06-26,120,0,30,0
1154,"SANI",2020-02-27,0,2020-06-26,120,0,7.5,0
1155,"SAAP",2020-02-27,0,2020-06-26,120,0,13,0
1156,"SAME",2020-02-27,0,2020-06-26,120,0,11.25,0
1157,"HEWH",2020-02-18,0,2020-06-26,129,1,32.1,0
1158,"SAAP",2020-02-27,0,2020-06-26,120,1,11.6,0
1159,"ADFA",2020-02-06,0,2020-06-26,141,0,39,0
1160,"HEWH",2020-02-27,0,2020-06-26,120,1,27.75,0
1161,"ENCA",2020-02-27,0,2020-06-26,120,1,33.5,0
1162,"ENCA",2020-02-27,0,2020-06-26,120,1,26.2,0
1163,"SANI",2020-02-18,0,2020-06-26,129,1,15.2,0
1164,"SAME",2020-02-27,0,2020-06-26,120,1,8.4,0
1165,"SAME",2020-02-01,0,2020-06-26,146,1,11.5,0
1166,"RHOV",2020-02-06,0,2020-06-26,141,1,14.5,0
1167,"HEWH",2020-02-01,0,2020-06-26,146,0,10.25,0
1168,"MALA",2020-02-01,0,2020-06-26,146,1,20.1,0
1169,"SAME",2020-02-01,0,2020-06-26,146,1,14.1,0
1170,"CEOL",2020-02-06,0,2020-06-26,141,0,20.25,0
1171,"SANI",2020-02-01,0,2020-06-26,146,0,8,0
1172,"CEOL",2020-02-01,0,2020-06-26,146,1,9.75,0
1173,"SANI",2020-02-18,0,2020-06-26,129,1,16.3,0
1174,"ENCA",2020-02-01,0,2020-06-26,146,0,34,0
1175,"ADFA",2020-02-07,0,2020-06-26,140,0,54.5,0
1176,"ENCA",2020-02-18,0,2020-06-26,129,1,15.9,0
1177,"RHOV",2020-02-06,0,2020-06-26,141,0,12.7,0
1178,"RHOV",2020-02-06,0,2020-06-26,141,1,13.2,0
1179,"ENCA",2020-02-18,0,2020-06-26,129,0,7.8,0
1180,"MALA",2020-02-20,0,2020-06-26,127,0,16.6,0
1181,"CEOL",2020-02-01,0,2020-06-26,146,1,11.1,0
1182,"HEWH",2020-02-01,0,2020-06-26,146,0,14.1,0
1183,"ADFA",2020-02-07,0,2020-06-26,140,0,46.9,0
1184,"CEOL",2020-02-06,0,2020-06-26,141,0,11.8,1
1185,"CEOL",2020-02-06,0,2020-06-26,141,0,24.1,0
1186,"MALA",2020-02-21,0,2020-06-26,126,0,36.8,1
1187,"RHOV",2020-02-04,0,2020-06-26,143,1,10.16,0
1188,"CEOL",2020-02-01,0,2020-06-26,146,0,7.2,0
1189,"CEOL",2020-02-01,0,2020-06-26,146,1,7.5,0
1190,"CEOL",2020-02-01,0,2020-06-26,146,1,8.6,0
1191,"ADFA",2020-02-07,0,2020-06-26,140,0,61.6,0
1192,"ENCA",2020-02-06,0,2020-06-26,141,0,26.7,0
1193,"SAME",2020-02-01,0,2020-06-26,146,1,12.3,0
1194,"ADFA",2020-02-07,0,2020-06-26,140,0,58.5,0
1195,"MALA",2020-03-03,0,2020-06-26,115,0,31.6,0
1196,"MALA",2020-02-01,0,2020-06-26,146,1,36.25,0
1198,"RHOV",2020-02-06,0,2020-06-26,141,0,12.4,0
1199,"SAME",2020-02-01,0,2020-06-26,146,1,5.4,0
1200,"ENCA",2020-02-01,0,2020-06-26,146,0,28.25,0
1201,"ADFA",2020-02-18,0,2020-06-25,128,1,42.5,0
1202,"SAAP",2020-02-14,0,2020-06-25,132,1,13,0
1203,"HEWH",2020-02-03,0,2020-06-25,143,0,19.2,0
1204,"RHOV",2020-02-03,0,2020-06-25,143,0,9.19,0
1205,"SANI",2020-02-14,0,2020-06-25,132,0,10.5,0
1207,"SANI",2020-02-14,0,2020-06-25,132,1,12.25,0
1208,"HEWH",2020-02-20,0,2020-06-25,126,1,18,0
1209,"ADFA",2020-02-03,0,2020-06-25,143,1,25.3,0
1210,"SAAP",2020-02-20,0,2020-06-25,126,1,11.75,0
1211,"SANI",2020-02-14,0,2020-06-25,132,0,6.75,0
1212,"CEOL",2020-02-14,0,2020-06-25,132,0,24.5,0
1213,"ENCA",2020-02-20,0,2020-06-25,126,0,8.25,0
1214,"SAAP",2020-02-20,0,2020-06-25,126,1,9,0
1215,"RHOV",2020-02-03,0,2020-06-25,143,0,7.2,0
1216,"SAME",2020-02-14,0,2020-06-25,132,1,43.75,0
1217,"RHOV",2020-02-04,0,2020-06-25,142,1,12.7,0
1218,"MALA",2020-03-03,0,2020-06-25,114,0,33.5,0
1219,"CEOL",2020-02-14,0,2020-06-25,132,1,15.25,0
1220,"SAAP",2020-02-14,0,2020-06-25,132,1,25,0
1221,"ENCA",2020-02-27,0,2020-06-25,119,1,40.3,0
1222,"ADFA",2020-02-21,0,2020-06-25,125,0,38.6,0
1223,"HEWH",2020-02-27,0,2020-06-25,119,1,24.9,0
1224,"ADFA",2020-02-21,0,2020-06-25,125,0,41.8,0
1225,"MALA",2020-02-14,0,2020-06-25,132,1,36.75,0
1226,"ENCA",2020-02-01,0,2020-06-26,146,0,40.6,0
1227,"ADFA",2020-02-04,0,2020-06-25,142,0,45.3,0
1228,"CEOL",2020-02-01,0,2020-06-26,146,1,10.1,0
1229,"HEWH",2020-02-01,0,2020-06-26,146,1,15.8,0
1230,"SAAP",2020-02-20,0,2020-06-26,127,1,17.6,0
1231,"HEAR",2020-02-01,0,2020-06-26,146,1,13.5,0
1232,"HEWH",2020-02-01,0,2020-06-26,146,0,21.1,1
1233,"SAME",2020-02-01,0,2020-06-26,146,1,15.9,0
1234,"CEOL",2020-02-01,0,2020-06-26,146,0,8.3,0
1235,"MALA",2020-03-03,0,2020-06-26,115,0,24.4,0
1236,"RHOV",2020-02-01,0,2020-06-25,145,1,15.1,0
1237,"RHOV",2020-02-01,0,2020-06-26,146,1,8.7,0
1238,"ADFA",2020-02-04,0,2020-06-26,143,0,54.3,0
1239,"ADFA",2020-02-21,0,2020-06-26,126,1,61.2,0
1240,"ADFA",2020-02-21,0,2020-06-26,126,1,60.2,0
1241,"HEWH",2020-02-01,0,2020-06-26,146,0,16.6,0
1242,"SANI",2020-02-18,0,2020-06-26,129,0,14.75,0
1243,"ADFA",2020-02-21,0,2020-06-26,126,1,39.1,0
1244,"RHOV",2020-02-04,0,2020-06-25,142,0,12.88,0
1245,"ADFA",2020-02-21,0,2020-06-25,125,0,46.2,0
1246,"SANI",2020-02-18,0,2020-06-25,128,0,7.5,0
1247,"ADFA",2020-02-21,0,2020-06-25,125,0,58.6,0
1248,"SANI",2020-02-18,0,2020-06-25,128,0,11,0
1249,"ADFA",2020-02-21,0,2020-06-25,125,1,49.2,0
1250,"RHOV",2020-02-04,0,2020-06-25,142,1,7.67,0
1251,"ENCA",2020-03-03,0,2020-06-25,114,0,32.1,0
1252,"HEWH",2020-03-03,0,2020-06-25,114,0,16.3,0
1254,"CEOL",2020-02-20,0,2020-06-25,126,1,7,0
1255,"RHOV",2020-02-04,0,2020-06-25,142,0,8.25,0
1256,"HEWH",2020-03-02,0,2020-06-25,115,0,11,0
1257,"RHOV",2020-02-20,0,2020-06-25,126,0,18,0
