Date/Time,Value
1/31/2020 14:55,74.3
1/31/2020 15:55,71.6
1/31/2020 16:55,55.4
1/31/2020 17:55,49.1
1/31/2020 18:55,51.8
1/31/2020 19:55,45.5
1/31/2020 20:55,50.9
1/31/2020 21:55,44.6
1/31/2020 22:55,47.3
1/31/2020 23:55,49.1
2/1/2020 0:55,50
2/1/2020 1:55,45.5
2/1/2020 2:55,50.9
2/1/2020 3:55,48.2
2/1/2020 4:55,48.2
2/1/2020 5:55,47.3
2/1/2020 6:55,46.4
2/1/2020 7:55,71.6
2/1/2020 8:55,80.6
2/1/2020 9:55,86.9
2/1/2020 10:55,92.3
2/1/2020 11:55,94.1
2/1/2020 12:55,90.5
2/1/2020 13:55,73.4
2/1/2020 14:55,72.5
2/1/2020 15:55,68
2/1/2020 16:55,57.2
2/1/2020 17:55,52.7
2/1/2020 18:55,55.4
2/1/2020 19:55,52.7
2/1/2020 20:55,50
2/1/2020 21:55,49.1
2/1/2020 22:55,48.2
2/1/2020 23:55,50
2/2/2020 0:55,45.5
2/2/2020 1:55,46.4
2/2/2020 2:55,42.8
2/2/2020 3:55,44.6
2/2/2020 4:55,42.8
2/2/2020 5:55,40.1
2/2/2020 6:55,39.2
2/2/2020 7:55,65.3
2/2/2020 8:55,72.5
2/2/2020 9:55,77.9
2/2/2020 10:55,85.1
2/2/2020 11:55,84.2
2/2/2020 12:55,77.9
2/2/2020 13:55,68
2/2/2020 14:55,64.4
2/2/2020 15:55,60.8
2/2/2020 16:55,54.5
2/2/2020 17:55,46.4
2/2/2020 18:55,48.2
2/2/2020 19:55,52.7
2/2/2020 20:55,50
2/2/2020 21:55,46.4
2/2/2020 22:55,43.7
2/2/2020 23:55,45.5
2/3/2020 0:55,43.7
2/3/2020 1:55,41
2/3/2020 2:55,41
2/3/2020 3:55,40.1
2/3/2020 4:55,39.2
2/3/2020 5:55,39.2
2/3/2020 6:55,38.3
2/3/2020 7:55,39.2
2/3/2020 8:55,49.1
2/3/2020 9:55,52.7
2/3/2020 10:55,52.7
2/3/2020 11:55,49.1
2/3/2020 12:55,53.6
2/3/2020 13:55,46.4
2/3/2020 14:55,45.5
2/3/2020 15:55,43.7
2/3/2020 16:55,42.8
2/3/2020 17:55,40.1
2/3/2020 18:55,41
2/3/2020 19:55,41
2/3/2020 20:55,40.1
2/3/2020 21:55,38.3
2/3/2020 22:55,33.8
2/3/2020 23:55,35.6
2/4/2020 0:55,31.1
2/4/2020 1:55,32.9
2/4/2020 2:55,31.1
2/4/2020 3:55,26.6
2/4/2020 4:55,27.5
2/4/2020 5:55,23.9
2/4/2020 6:55,34.7
2/4/2020 7:55,50.9
2/4/2020 8:55,58.1
2/4/2020 9:55,63.5
2/4/2020 10:55,58.1
2/4/2020 11:55,62.6
2/4/2020 12:55,61.7
2/4/2020 13:55,50.9
2/4/2020 14:55,48.2
2/4/2020 15:55,47.3
2/4/2020 16:55,42.8
2/4/2020 17:55,33.8
2/4/2020 18:55,37.4
2/4/2020 19:55,36.5
