"","plot_number","Plant","date","height","stem","growth","alive","date_dead","elevation","aspect","slope","summer_solar_radiation","spring_solar_radiation","winter_solar_radiation","diurnal_heat","heat_load","sol_rad_aspect","terrain_ruggedness","terrain_texture","topographic_position"
"35",14,"HEWH",2020-11-01,NA,NA,NA,0,"november2020",403.860717773438,0.428787319770206,20.3183689117432,9023.3154296875,7988.27880859375,5224.38720703125,-0.288111805915833,0.917819321155548,0.00634939270094037,150.710891723633,55.6593017578125,8.15574359893799
"36",14,"HEWH",2021-12-01,NA,NA,NA,0,"november2020",403.860717773438,0.428787319770206,20.3183689117432,9023.3154296875,7988.27880859375,5224.38720703125,-0.288111805915833,0.917819321155548,0.00634939270094037,150.710891723633,55.6593017578125,8.15574359893799
"37",15,"CEOL",2020-03-01,27,0.28,NA,1,"november2020",403.860717773438,0.428787319770206,20.3183689117432,8959.396484375,7995.7451171875,5291.74658203125,-0.288111805915833,0.917819321155548,0.00634939270094037,150.710891723633,55.6593017578125,8.15574359893799
"38",15,"CEOL",2020-07-01,29.5,0.3,2.5,1,"november2020",403.860717773438,0.428787319770206,20.3183689117432,8959.396484375,7995.7451171875,5291.74658203125,-0.288111805915833,0.917819321155548,0.00634939270094037,150.710891723633,55.6593017578125,8.15574359893799
"39",15,"CEOL",2020-11-01,NA,NA,NA,0,"november2020",403.860717773438,0.428787319770206,20.3183689117432,8959.396484375,7995.7451171875,5291.74658203125,-0.288111805915833,0.917819321155548,0.00634939270094037,150.710891723633,55.6593017578125,8.15574359893799
"40",15,"CEOL",2021-12-01,NA,NA,NA,0,"november2020",403.860717773438,0.428787319770206,20.3183689117432,8959.396484375,7995.7451171875,5291.74658203125,-0.288111805915833,0.917819321155548,0.00634939270094037,150.710891723633,55.6593017578125,8.15574359893799
"41",17,"SAAP",2020-03-01,12.9,0.31,NA,1,"november2020",403.860717773438,0.428787319770206,20.3183689117432,9361.240234375,7894.09375,4781.0537109375,-0.288111805915833,0.917819321155548,0.00634939270094037,150.710891723633,55.6593017578125,8.15574359893799
"42",17,"SAAP",2020-07-01,13,0.41,0.0999999999999996,1,"november2020",403.860717773438,0.428787319770206,20.3183689117432,9361.240234375,7894.09375,4781.0537109375,-0.288111805915833,0.917819321155548,0.00634939270094037,150.710891723633,55.6593017578125,8.15574359893799
"43",17,"SAAP",2020-11-01,NA,NA,NA,0,"november2020",403.860717773438,0.428787319770206,20.3183689117432,9361.240234375,7894.09375,4781.0537109375,-0.288111805915833,0.917819321155548,0.00634939270094037,150.710891723633,55.6593017578125,8.15574359893799
"44",17,"SAAP",2021-12-01,NA,NA,NA,0,"november2020",403.860717773438,0.428787319770206,20.3183689117432,9361.240234375,7894.09375,4781.0537109375,-0.288111805915833,0.917819321155548,0.00634939270094037,150.710891723633,55.6593017578125,8.15574359893799
"45",18,"SAME",2020-03-01,10.3,0.41,NA,1,"november2020",409.984527587891,-0.336372007127664,14.3845691680908,8884.958984375,8023.65283203125,5421.6806640625,-1.50894808769226,0.743698060512543,0.0132706528529525,160.660919189453,54.529899597168,11.5840454101562
"46",18,"SAME",2020-07-01,16.9,0.31,6.6,1,"november2020",409.984527587891,-0.336372007127664,14.3845691680908,8884.958984375,8023.65283203125,5421.6806640625,-1.50894808769226,0.743698060512543,0.0132706528529525,160.660919189453,54.529899597168,11.5840454101562
"47",18,"SAME",2020-11-01,NA,NA,NA,0,"november2020",409.984527587891,-0.336372007127664,14.3845691680908,8884.958984375,8023.65283203125,5421.6806640625,-1.50894808769226,0.743698060512543,0.0132706528529525,160.660919189453,54.529899597168,11.5840454101562
"48",18,"SAME",2021-12-01,NA,NA,NA,0,"november2020",409.984527587891,-0.336372007127664,14.3845691680908,8884.958984375,8023.65283203125,5421.6806640625,-1.50894808769226,0.743698060512543,0.0132706528529525,160.660919189453,54.529899597168,11.5840454101562
"49",19,"ENCA",2020-03-01,29.5,0.4,NA,1,"december2021",403.860717773438,0.428787319770206,20.3183689117432,9193.130859375,7954.5029296875,5022.71533203125,-0.288111805915833,0.917819321155548,0.00634939270094037,150.710891723633,55.6593017578125,8.15574359893799
"50",19,"ENCA",2020-07-01,36.8,0.42,7.3,1,"december2021",403.860717773438,0.428787319770206,20.3183689117432,9193.130859375,7954.5029296875,5022.71533203125,-0.288111805915833,0.917819321155548,0.00634939270094037,150.710891723633,55.6593017578125,8.15574359893799
"51",19,"ENCA",2020-11-01,36.6,1,-0.199999999999996,1,"december2021",403.860717773438,0.428787319770206,20.3183689117432,9193.130859375,7954.5029296875,5022.71533203125,-0.288111805915833,0.917819321155548,0.00634939270094037,150.710891723633,55.6593017578125,8.15574359893799
"52",19,"ENCA",2021-12-01,NA,NA,NA,0,"december2021",403.860717773438,0.428787319770206,20.3183689117432,9193.130859375,7954.5029296875,5022.71533203125,-0.288111805915833,0.917819321155548,0.00634939270094037,150.710891723633,55.6593017578125,8.15574359893799
"53",21,"SAAP",2020-03-01,19.4,0.35,NA,1,"december2021",403.860717773438,0.428787319770206,20.3183689117432,9432.7685546875,7778.85595703125,4256.47998046875,-0.288111805915833,0.917819321155548,0.00634939270094037,150.710891723633,55.6593017578125,8.15574359893799
"54",21,"SAAP",2020-07-01,14.9,0.4,-4.5,1,"december2021",403.860717773438,0.428787319770206,20.3183689117432,9432.7685546875,7778.85595703125,4256.47998046875,-0.288111805915833,0.917819321155548,0.00634939270094037,150.710891723633,55.6593017578125,8.15574359893799
"55",21,"SAAP",2020-11-01,14.6,1.2,-0.300000000000001,1,"december2021",403.860717773438,0.428787319770206,20.3183689117432,9432.7685546875,7778.85595703125,4256.47998046875,-0.288111805915833,0.917819321155548,0.00634939270094037,150.710891723633,55.6593017578125,8.15574359893799
"56",21,"SAAP",2021-12-01,NA,NA,NA,0,"december2021",403.860717773438,0.428787319770206,20.3183689117432,9432.7685546875,7778.85595703125,4256.47998046875,-0.288111805915833,0.917819321155548,0.00634939270094037,150.710891723633,55.6593017578125,8.15574359893799
"57",23,"ENCA",2020-03-01,33,0.29,NA,1,"alive",409.984527587891,-0.336372007127664,14.3845691680908,6806.67333984375,7890.244140625,7543.26416015625,-1.50894808769226,0.743698060512543,0.0132706528529525,160.660919189453,54.529899597168,11.5840454101562
"58",23,"ENCA",2020-07-01,43.4,0.6,10.4,1,"alive",409.984527587891,-0.336372007127664,14.3845691680908,6806.67333984375,7890.244140625,7543.26416015625,-1.50894808769226,0.743698060512543,0.0132706528529525,160.660919189453,54.529899597168,11.5840454101562
"59",23,"ENCA",2020-11-01,24.6,0.45,-18.8,1,"alive",409.984527587891,-0.336372007127664,14.3845691680908,6806.67333984375,7890.244140625,7543.26416015625,-1.50894808769226,0.743698060512543,0.0132706528529525,160.660919189453,54.529899597168,11.5840454101562
"60",23,"ENCA",2021-12-01,56.1,1.3,31.5,1,"alive",409.984527587891,-0.336372007127664,14.3845691680908,6806.67333984375,7890.244140625,7543.26416015625,-1.50894808769226,0.743698060512543,0.0132706528529525,160.660919189453,54.529899597168,11.5840454101562
"61",24,"HEWH",2020-03-01,16,NA,NA,1,"alive",409.984527587891,-0.336372007127664,14.3845691680908,6833.62890625,7897.8935546875,7527.13818359375,-1.50894808769226,0.743698060512543,0.0132706528529525,160.660919189453,54.529899597168,11.5840454101562
"62",24,"HEWH",2020-07-01,7.9,NA,-8.1,1,"alive",409.984527587891,-0.336372007127664,14.3845691680908,6833.62890625,7897.8935546875,7527.13818359375,-1.50894808769226,0.743698060512543,0.0132706528529525,160.660919189453,54.529899597168,11.5840454101562
"63",24,"HEWH",2020-11-01,5.6,0.5,-2.3,1,"alive",409.984527587891,-0.336372007127664,14.3845691680908,6833.62890625,7897.8935546875,7527.13818359375,-1.50894808769226,0.743698060512543,0.0132706528529525,160.660919189453,54.529899597168,11.5840454101562
"64",24,"HEWH",2021-12-01,8.1,NA,2.5,1,"alive",409.984527587891,-0.336372007127664,14.3845691680908,6833.62890625,7897.8935546875,7527.13818359375,-1.50894808769226,0.743698060512543,0.0132706528529525,160.660919189453,54.529899597168,11.5840454101562
"65",25,"CEOL",2020-03-01,29.5,0.27,NA,1,"july2020",409.984527587891,-0.336372007127664,14.3845691680908,NA,NA,NA,-1.50894808769226,0.743698060512543,0.0132706528529525,160.660919189453,54.529899597168,11.5840454101562
"66",25,"CEOL",2020-07-01,NA,NA,NA,0,"july2020",409.984527587891,-0.336372007127664,14.3845691680908,NA,NA,NA,-1.50894808769226,0.743698060512543,0.0132706528529525,160.660919189453,54.529899597168,11.5840454101562
"67",25,"CEOL",2020-11-01,NA,NA,NA,0,"july2020",409.984527587891,-0.336372007127664,14.3845691680908,NA,NA,NA,-1.50894808769226,0.743698060512543,0.0132706528529525,160.660919189453,54.529899597168,11.5840454101562
"68",25,"CEOL",2021-12-01,NA,NA,NA,0,"july2020",409.984527587891,-0.336372007127664,14.3845691680908,NA,NA,NA,-1.50894808769226,0.743698060512543,0.0132706528529525,160.660919189453,54.529899597168,11.5840454101562
"69",26,"ENCA",2020-03-01,51.1,0.4,NA,1,"december2021",409.984527587891,-0.336372007127664,14.3845691680908,286.894561767578,369.366516113281,404.326873779297,-1.50894808769226,0.743698060512543,0.0132706528529525,160.660919189453,54.529899597168,11.5840454101562
"70",26,"ENCA",2020-07-01,66.5,0.51,15.4,1,"december2021",409.984527587891,-0.336372007127664,14.3845691680908,286.894561767578,369.366516113281,404.326873779297,-1.50894808769226,0.743698060512543,0.0132706528529525,160.660919189453,54.529899597168,11.5840454101562
"71",26,"ENCA",2020-11-01,74,0.7,7.5,1,"december2021",409.984527587891,-0.336372007127664,14.3845691680908,286.894561767578,369.366516113281,404.326873779297,-1.50894808769226,0.743698060512543,0.0132706528529525,160.660919189453,54.529899597168,11.5840454101562
"72",26,"ENCA",2021-12-01,NA,NA,NA,0,"december2021",409.984527587891,-0.336372007127664,14.3845691680908,286.894561767578,369.366516113281,404.326873779297,-1.50894808769226,0.743698060512543,0.0132706528529525,160.660919189453,54.529899597168,11.5840454101562
"73",27,"SAME",2020-03-01,20.25,0.35,NA,1,"december2021",409.984527587891,-0.336372007127664,14.3845691680908,781.754150390625,615.824584960938,568.758056640625,-1.50894808769226,0.743698060512543,0.0132706528529525,160.660919189453,54.529899597168,11.5840454101562
"74",27,"SAME",2020-07-01,24.1,0.23,3.85,1,"december2021",409.984527587891,-0.336372007127664,14.3845691680908,781.754150390625,615.824584960938,568.758056640625,-1.50894808769226,0.743698060512543,0.0132706528529525,160.660919189453,54.529899597168,11.5840454101562
"75",27,"SAME",2020-11-01,17.6,0.3,-6.5,1,"december2021",409.984527587891,-0.336372007127664,14.3845691680908,781.754150390625,615.824584960938,568.758056640625,-1.50894808769226,0.743698060512543,0.0132706528529525,160.660919189453,54.529899597168,11.5840454101562
"76",27,"SAME",2021-12-01,NA,NA,NA,0,"december2021",409.984527587891,-0.336372007127664,14.3845691680908,781.754150390625,615.824584960938,568.758056640625,-1.50894808769226,0.743698060512543,0.0132706528529525,160.660919189453,54.529899597168,11.5840454101562
"77",35,"ADFA",2020-03-01,30.8,0.62,NA,1,"december2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",35,"ADFA",2020-07-01,12.2,0.41,-18.6,1,"december2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",35,"ADFA",2020-11-01,5.2,0.3,-7,1,"december2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",35,"ADFA",2021-12-01,NA,NA,NA,0,"december2021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",38,"HEWH",2020-03-01,18.4,NA,NA,1,"alive",409.984527587891,-0.336372007127664,14.3845691680908,1191.69958496094,772.552124023438,554.754943847656,-1.50894808769226,0.743698060512543,0.0132706528529525,160.660919189453,54.529899597168,11.5840454101562
"82",38,"HEWH",2020-07-01,26.7,NA,8.3,1,"alive",409.984527587891,-0.336372007127664,14.3845691680908,1191.69958496094,772.552124023438,554.754943847656,-1.50894808769226,0.743698060512543,0.0132706528529525,160.660919189453,54.529899597168,11.5840454101562
"83",38,"HEWH",2020-11-01,28.2,NA,1.5,1,"alive",409.984527587891,-0.336372007127664,14.3845691680908,1191.69958496094,772.552124023438,554.754943847656,-1.50894808769226,0.743698060512543,0.0132706528529525,160.660919189453,54.529899597168,11.5840454101562
"84",38,"HEWH",2021-12-01,23,NA,-5.2,1,"alive",409.984527587891,-0.336372007127664,14.3845691680908,1191.69958496094,772.552124023438,554.754943847656,-1.50894808769226,0.743698060512543,0.0132706528529525,160.660919189453,54.529899597168,11.5840454101562
"85",41,"CEOL",2020-03-01,31,0.0538,NA,1,"december2021",410.153686523438,-0.890957189695469,17.2709999084473,1176.12976074219,718.127502441406,461.663269042969,-0.513261020183563,0.580402493476868,0.00709770200774074,157.084838867188,53.4249992370605,9.63406467437744
"86",41,"CEOL",2020-07-01,40.2,0.35,9.2,1,"december2021",410.153686523438,-0.890957189695469,17.2709999084473,1176.12976074219,718.127502441406,461.663269042969,-0.513261020183563,0.580402493476868,0.00709770200774074,157.084838867188,53.4249992370605,9.63406467437744
"87",41,"CEOL",2020-11-01,26.6,0.3,-13.6,1,"december2021",410.153686523438,-0.890957189695469,17.2709999084473,1176.12976074219,718.127502441406,461.663269042969,-0.513261020183563,0.580402493476868,0.00709770200774074,157.084838867188,53.4249992370605,9.63406467437744
"88",41,"CEOL",2021-12-01,NA,NA,NA,0,"december2021",410.153686523438,-0.890957189695469,17.2709999084473,1176.12976074219,718.127502441406,461.663269042969,-0.513261020183563,0.580402493476868,0.00709770200774074,157.084838867188,53.4249992370605,9.63406467437744
"89",51,"SAAP",2020-03-01,24.75,0.37,NA,1,"december2021",410.153686523438,-0.890957189695469,17.2709999084473,2655.39111328125,1448.58117675781,799.914855957031,-0.513261020183563,0.580402493476868,0.00709770200774074,157.084838867188,53.4249992370605,9.63406467437744
"90",51,"SAAP",2020-07-01,47.1,1.1,22.35,1,"december2021",410.153686523438,-0.890957189695469,17.2709999084473,2655.39111328125,1448.58117675781,799.914855957031,-0.513261020183563,0.580402493476868,0.00709770200774074,157.084838867188,53.4249992370605,9.63406467437744
"91",51,"SAAP",2020-11-01,18.8,0.9,-28.3,1,"december2021",410.153686523438,-0.890957189695469,17.2709999084473,2655.39111328125,1448.58117675781,799.914855957031,-0.513261020183563,0.580402493476868,0.00709770200774074,157.084838867188,53.4249992370605,9.63406467437744
"92",51,"SAAP",2021-12-01,NA,NA,NA,0,"december2021",410.153686523438,-0.890957189695469,17.2709999084473,2655.39111328125,1448.58117675781,799.914855957031,-0.513261020183563,0.580402493476868,0.00709770200774074,157.084838867188,53.4249992370605,9.63406467437744
"93",53,"ADFA",2020-03-01,52.5,0.67,NA,1,"december2021",417.540252685547,-0.0056224360704115,15.9578886032104,721.673889160156,795.30615234375,604.434814453125,-0.960041999816895,0.811436831951141,0.0115660214796662,169.144729614258,53.350399017334,11.2491178512573
"94",53,"ADFA",2020-07-01,37.5,0.7,-15,1,"december2021",417.540252685547,-0.0056224360704115,15.9578886032104,721.673889160156,795.30615234375,604.434814453125,-0.960041999816895,0.811436831951141,0.0115660214796662,169.144729614258,53.350399017334,11.2491178512573
"95",53,"ADFA",2020-11-01,34.6,0.7,-2.9,1,"december2021",417.540252685547,-0.0056224360704115,15.9578886032104,721.673889160156,795.30615234375,604.434814453125,-0.960041999816895,0.811436831951141,0.0115660214796662,169.144729614258,53.350399017334,11.2491178512573
"96",53,"ADFA",2021-12-01,NA,NA,NA,0,"december2021",417.540252685547,-0.0056224360704115,15.9578886032104,721.673889160156,795.30615234375,604.434814453125,-0.960041999816895,0.811436831951141,0.0115660214796662,169.144729614258,53.350399017334,11.2491178512573
"97",54,"CEOL",2020-03-01,31.4,0.311,NA,1,"december2021",417.540252685547,-0.0056224360704115,15.9578886032104,873.2734375,1881.45581054688,4685.310546875,-0.960041999816895,0.811436831951141,0.0115660214796662,169.144729614258,53.350399017334,11.2491178512573
"98",54,"CEOL",2020-07-01,39.6,0.38,8.2,1,"december2021",417.540252685547,-0.0056224360704115,15.9578886032104,873.2734375,1881.45581054688,4685.310546875,-0.960041999816895,0.811436831951141,0.0115660214796662,169.144729614258,53.350399017334,11.2491178512573
"99",54,"CEOL",2020-11-01,36,0.2,-3.6,1,"december2021",417.540252685547,-0.0056224360704115,15.9578886032104,873.2734375,1881.45581054688,4685.310546875,-0.960041999816895,0.811436831951141,0.0115660214796662,169.144729614258,53.350399017334,11.2491178512573
"100",54,"CEOL",2021-12-01,NA,NA,NA,0,"december2021",417.540252685547,-0.0056224360704115,15.9578886032104,873.2734375,1881.45581054688,4685.310546875,-0.960041999816895,0.811436831951141,0.0115660214796662,169.144729614258,53.350399017334,11.2491178512573
"101",57,"ENCA",2020-03-01,33.4,0.41,NA,1,"december2021",417.540252685547,-0.0056224360704115,15.9578886032104,540.673278808594,449.448272705078,385.72705078125,-0.960041999816895,0.811436831951141,0.0115660214796662,169.144729614258,53.350399017334,11.2491178512573
"102",57,"ENCA",2020-07-01,38,0.42,4.6,1,"december2021",417.540252685547,-0.0056224360704115,15.9578886032104,540.673278808594,449.448272705078,385.72705078125,-0.960041999816895,0.811436831951141,0.0115660214796662,169.144729614258,53.350399017334,11.2491178512573
"103",57,"ENCA",2020-11-01,35.6,1,-2.4,1,"december2021",417.540252685547,-0.0056224360704115,15.9578886032104,540.673278808594,449.448272705078,385.72705078125,-0.960041999816895,0.811436831951141,0.0115660214796662,169.144729614258,53.350399017334,11.2491178512573
"104",57,"ENCA",2021-12-01,NA,NA,NA,0,"december2021",417.540252685547,-0.0056224360704115,15.9578886032104,540.673278808594,449.448272705078,385.72705078125,-0.960041999816895,0.811436831951141,0.0115660214796662,169.144729614258,53.350399017334,11.2491178512573
"105",59,"MALA",2020-03-01,40,0.59,NA,1,"november2020",417.540252685547,-0.0056224360704115,15.9578886032104,1492.64538574219,992.885437011719,737.626953125,-0.960041999816895,0.811436831951141,0.0115660214796662,169.144729614258,53.350399017334,11.2491178512573
"106",59,"MALA",2020-07-01,24.5,0.4,-15.5,1,"november2020",417.540252685547,-0.0056224360704115,15.9578886032104,1492.64538574219,992.885437011719,737.626953125,-0.960041999816895,0.811436831951141,0.0115660214796662,169.144729614258,53.350399017334,11.2491178512573
"107",59,"MALA",2020-11-01,NA,NA,NA,0,"november2020",417.540252685547,-0.0056224360704115,15.9578886032104,1492.64538574219,992.885437011719,737.626953125,-0.960041999816895,0.811436831951141,0.0115660214796662,169.144729614258,53.350399017334,11.2491178512573
"108",59,"MALA",2021-12-01,NA,NA,NA,0,"november2020",417.540252685547,-0.0056224360704115,15.9578886032104,1492.64538574219,992.885437011719,737.626953125,-0.960041999816895,0.811436831951141,0.0115660214796662,169.144729614258,53.350399017334,11.2491178512573
