ID,Plant,Height,Width 1,Width 2,Stem Diameter,Date Measured,Notes
1,,,,,,,
2,,,,,,,
3,ENCA,74,56.5,42.3,1.65,2-Nov,"NO LEAVES, GREEN STEM"
4,ENCA,69.5,78.3,72.1,1.4,2-Nov,"NO LEAVES, GREEN STEM"
5,CEOL,13.8,9.5,6.9,0.65,2-Nov,
6,,,,,,,
7,,,,,,,
8,,,,,,,
9,,,,,,,
10,,,,,,,
11,,,,,,,
12,,,,,,,
13,HEWH,12.7,9.2,3.9,,2-Nov,
14,,,,,,,
15,,,,,,,
16,,,,,,,
17,,,,,,,
18,,,,,,,
19,,,,,,,
20,,,,,,,
21,,,,,,,
22,,,,,,,
23,ENCA,56.1,38.1,19.1,1.3,2-Nov,
24,HEWH,8.1,7,2.9,,2-Nov,
25,,,,,,,
26,,,,,,,
27,,,,,,,
28,,,,,,,
29,,,,,,,
30,,,,,,,
31,,,,,,,
32,,,,,,,
33,,,,,,,
34,,,,,,,
35,,,,,,,
36,,,,,,,
37,,,,,,,
38,HEWH,23,10,1.5,,2-Nov,
39,,,,,,,
40,,,,,,,
41,,,,,,,
42,,,,,,,
43,,,,,,,
44,,,,,,,
45,,,,,,,
46,,,,,,,
47,,,,,,,
48,,,,,,,
49,,,,,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
53,,,,,,,
54,CEOL,,,,,2-Nov,DAG
55,,,,,,,
56,,,,,,,
57,ENCA,,,,,2-Nov,DAG
58,,,,,,,
59,,,,,,,
60,,,,,,,
61,,,,,,,
62,,,,,,,
63,,,,,,,
64,,,,,,,
65,,,,,,,
66,,,,,,,
67,,,,,,,
68,,,,,,,
69,HEWH,22.8,23.2,20,,2-Nov,
70,,,,,,,
71,,,,,,,
72,,,,,,,
73,,,,,,,
74,,,,,,,
75,,,,,,,
76,,,,,,,
77,,,,,,,
78,ENCA,,,,,2-Nov,NP
79,SAAP,,,,,2-Nov,NP
80,MALA,,,,,2-Nov,NP
81,SAAP,,,,,2-Nov,DAG
82,CEOL,,,,,2-Nov,NP
83,,,,,,,
84,RHOV,,,,,2-Nov,NP
85,CEOL,,,,,2-Nov,NP
86,CEOL,,,,,2-Nov,DAG
87,,,,,,,
88,,,,,,,
89,,,,,,,
90,ADFA,,,,,2-Nov,DAG
91,,,,,,,
92,,,,,,,
93,,,,,,,
94,,,,,,,
95,,,,,,,
96,,,,,,,
97,SAAP,,,,,2-Nov,DAG
98,,,,,,,
99,,,,,,,
100,,,,,,,
101,,,,,,,
102,,,,,,,
103,,,,,,,
104,,,,,,,
105,MALA,113,126,98,1.45,2-Nov,
106,,,,,,,
107,,,,,,,
108,,,,,,,
109,,,,,,,
110,,,,,,,
111,,,,,,,
112,,,,,,,
113,,,,,,,
114,,,,,,,
115,,,,,,,
116,,,,,,,
117,,,,,,,
118,,,,,,,
119,,,,,,,
120,,,,,,,
121,,,,,,,
122,,,,,,,
123,,,,,,,
124,,,,,,,
125,,,,,,,
126,,,,,,,
127,,,,,,,
128,,,,,,,
129,ENCA,81.2,109,102,2.4,2-Nov,
130,,,,,,,
131,,,,,,,
132,,,,,,,
133,HEWH,14.4,14.1,7.8,,2-Nov,
134,,,,,,,
135,,,,,,,
136,,,,,,,
137,,,,,,,
138,,,,,,,
139,,,,,,,
140,,,,,,,
141,,,,,,,
142,RHOV,55.5,37.2,28.1,1.65,2-Nov,
143,,,,,,,
144,,,,,,,
145,,,,,,,
146,,,,,,,
147,,,,,,,
148,,,,,,,
149,,,,,,,
150,,,,,,,
151,ENCA,,,,,2-Nov,NP
